,name,bar_code,brand,brand_owner,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,generic_name,manufacturing,traceability_code,markets,palm_ingredients,ingredients_origins,link
367,M & M'S M & M'S Peanut Butter Chocolate Candies,0058496431341,"[""M&M's""]",,,,['France'],"['CHOCOLAT AU LAIT ', 'SUCRE', 'BEURRE DE CACAO', 'SUBSTANCES LAITIÈRES', 'LACTOSE', 'ARTIFICIEU SEL', 'ARACHIDES', 'SUCRE', 'HUILE DE PALMISTE HYDROGÉNÉE', 'HUILE DE SOJA HYDROGÉNÉE', 'KWS', ""FARINE D'ARACHIDE"", 'DEXTROSE', 'SIROP DE MAÏS', 'ARÔME', 'SEL', 'DEXTRINE DE TAPtOCA', 'COLORANT ', 'AVEC CIRE DE CARNAUBA', 'DEXTRINE', 'PROPYLÈNEGLYCOL', 'GALLATE DE PROPYLE', 'ACIDE CITRIQUE', 'HUILE DE COCO ET/OU HUILE ', 'TRIGLYCÉRIDES À CHAÎNE MOYENNE', 'GOMME ARABIQUE', ' PEUT DES NOIX']","['E1400 - Dextrines', 'E310 - Gallate de propyle', 'E330 - Acide citrique', ""E414 - Gomme d'acacia""]","['Lait', 'Fruits à coque', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,525,,2197 kj(525 kcal),,30,,"17,5",,55,,48,,10,,0,,0,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
368,Caramel Take Home Size - M&M's,0058496434502,"[""M&M's""]",,,,['France'],"['CHOCOLAT AU LAIT ', 'SUCRE', 'SUBSTANCES LAITIÈRES', 'DE CACAO', 'BEURRE DE CACAO', 'LACTOSE', 'LÉCITHINE DE SOJA', 'ARÔMES ARTIFICIELS', 'SEL', 'SUCRE', 'DE MAis SUBSTANCES LAITIÈRES', 'HUILE DE PALMISTE HYDROGÉNÉE', 'AMIDON DE MAis LACTOSE', 'DEXTRINE DE TAPIOCA SEL', 'MONO ET DIGLYC?RIDES', 'COLORANTS ', 'AVEC TARTRAZINE', 'CIRE DE CARNAUBA DE CACAO', 'ARÔME HUILE DE', 'coco MODIFIÉE HUILE DE PALME MODIFIÉE ', 'TRIGLYCÉRIDES CHAINE MOYENNE', 'GOMME ARABIQUE', ' CONTENIR DES ARACHIDES']","['E322i - Lécithine', 'E1400 - Dextrines', 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]","['Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,200,,837 kj(200 kcal),,8,,5,,30,,27,,2,,"0,065",,"0,026",,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
369,Bistro Express Broccoli & Cheddar,0058496436247,,,,['Sans arômes artificiels'],['France'],"['WATER', 'LONG GRAIN PARBOILED RICE', 'BROCCOLI', 'VERMICELLI PASTA ', 'WHEAT', 'CANOLA OIL AND/OR SUNFLOWER OIL', 'MODIFIED TAPIOCA STARCH', 'SALT', 'FLAVOUR', 'MALTODEXTRIN', 'MILK INGREDIENTS', 'CHEDDAR', 'PARMESAN', 'ROMANO AND PROVOLONE CHEESE', 'CORN SYRUP SOLIDS', 'GUAR GUM', 'SILICON DIOXIDE', 'XANTHAN GUM', 'DEHYDRATED VEGETABLE ', 'ONION', 'SPICES']","['E175 - Or', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,130,,544 kj(130 kcal),,"2,5",,"0,5",,23,,1,,3,,0,,0,,,,,,,,,,,,,,,,,['Ontario'],,,,['Canada'],
370,M &M'S Bonbons Au Chocolat Au Lait Amande,0058496896423,"[""M&m's""]",,,,['France'],['AMANDE XOCOLATE CANDIES/BONBONS AU cHocoÜî7ïÙÂiiLG'],,['Fruits à coque'],[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,22,,8,,48,,40,,6,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
371,M &M'S Bonbons Au Chocolat Au Lait Beurre D'arachide,0058496896430,"[""M&M's""]",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,['France'],"['CHOCOLAT AU LAIT ', 'SUCRE', 'BEURRE DE CACAO', 'SUBSTANCES LAITIERES', 'LACTOSE', 'LECITHINE DE SOJA', 'AROME ARTIFICIEL', 'SEL', 'ARACHIDES', 'SUCRE', 'HUILE DE PALMISTE HYDROGENÉE', 'HUILE DE SOJA HYDROGENEE', 'AMIDON DE MAIS', ""FARINE D'ARACHIDE"", 'DEXTROSE SIROP DE MAIS', 'AROME', 'SEL', 'DEXTRINE DE TAPIOCA', 'COLORANT ', 'AVEC TARTRAZINE', 'CIRE DE CARNAUBA', 'DEXTRINE PROPYLENEGLYCOL', 'GALLATE DE PROPYLE', 'ACIDE CITRIQUE', 'HUILE DE COCO ET/OU HUILE DE PALME MODIFIE ', 'TRIGLYCERIDES À CHAINE MOYENNE', 'GOMME ARABIQUE']","['E322i - Lécithine', 'E1400 - Dextrines', 'E903 - Cire de carnauba', 'E310 - Gallate de propyle', 'E330 - Acide citrique', ""E414 - Gomme d'acacia""]","['Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,30 g,en quantité élevée,17.5 g,en quantité élevée,47.5 g,en quantité élevée,2.12 g,en quantité élevée,?,,525,-1%,2197 kj(525 kcal),-1%,30,-6%,"17,5",+1%,55,+5%,"47,5",0%,10,+70%,"2,12",+1286%,"0,848",+1286%,33,+35%,E,+35%,,,,,,,,,,,,,,,['Huile de palme'],,
372,Miel pasteurisé liquide,0058500000402,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,?,,300,+3%,1255 kj(300 kcal),+3%,0,-100%,0,-100%,85,+11%,80,+15%,0,-100%,0,-100%,0,-100%,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
373,Munten Drop Licorice Coins Hard - Venco,0058562035855,['Venco'],,,,['France'],"['sucre', 'sirop de glucose', 'amidon modifié', 'gélatine ', 'sulfites', 'suc de réglisse 3%', ""chlorure d'ammonium 2%"", 'farine de blé', 'sucre caramélisé', 'huiles végétale ', 'coco', 'palme', 'arômes', ""agent d'enrobage "", 'cire de carnauba ']","['E14XX - Amidons modifiés', 'E428 - Gélatine', ""E510 - Chlorure d'ammonium"", 'E903 - Cire de carnauba']","['Gluten', 'Anhydride sulfureux et sulfites']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,140,,586 kj(140 kcal),,20,,0,,31,,18,,3,,0,,0,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
374,Bouchées de pommes de terre farcies - Bofrost,0058713052182,['Bofrost'],,['Pommes de terre farcies'],,['France'],[],,,[],,9.5 g,en quantité modérée,4.4 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en quantité modérée,?,,181,,757 kj(181 kcal),,"9,5",,"4,4",,20,,"1,1",,"2,7",,"1,4",,"0,56",,12,,D,,,,,,,,,,,,,,,,,,
375,Mélange du Randonneur,0058716869541,,,,,['France'],[],,,[],,,,,,,,,,?,,460,,1925 kj(460 kcal),,20,,5,,60,,40,,8,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,
376,Grill Kartoffel Tasche,0058769006221,,,,,['France'],[],,,[],,,,,,,,,,?,,176,,736 kj(176 kcal),,8,,"4,2",,22,,"1,8",,"2,7",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
377,Rosti Emmental - Bofrost,0058769035146,['Bofrost'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Plats préparés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis', 'Röstis de pommes de terre surgelés']",,['France'],[],,,[],,8.4 g,en quantité modérée,1.7 g,en quantité modérée,1.7 g,en faible quantité,1.6 g,en quantité élevée,?,,183,+11%,766 kj(183 kcal),+13%,"8,4",+15%,"1,7",+28%,22,+15%,"1,7",+115%,"3,7",+18%,"1,6",+63%,"0,64",+63%,8,+135%,C,+135%,B,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,,,,,,,
378,Peanut Butter & Cookies,0058779700799,,,,,['France'],[],,,[],,,,,,,,,,?,,280,,1172 kj(280 kcal),,16,,"7,9",,29,,22,,"4,3",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
379,Sauce Tomate Sans Sel - Hunts,0058807390312,['Hunts'],,"['Epicerie', 'Sauces', 'Sauces tomate']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.04 g,en faible quantité,?,,40,-55%,167 kj(40 kcal),-53%,0,-100%,0,-100%,8,-33%,4,-59%,1,-36%,"0,04",-97%,"0,016",-97%,-3,-158%,A,-158%,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,
380,Vanilla Pudding -  - 368g (4 * 92g),0058807410157,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",['Kascher'],['France'],"['Eau', 'lait écrémé fait de concentré ', 'eau', 'lait écrémé concentré', 'sucre', 'amidon de mais modifie', 'huile de palme modifiée', 'arômes artificiels et naturels', 'sel', 'stéarol-2-lactylate de sodium', 'phosphate de sodium', 'colorant ', 'content de la tartrazine']",,['Lait'],"['Huile de palme', 'Non végétalien']",4,3 g,en quantité modérée,1 g,en faible quantité,12 g,en quantité modérée,,,?,,100,-12%,418 kj(100 kcal),-13%,3,-15%,1,-55%,18,+3%,12,-15%,"0,3",-90%,,,,,,,,,C,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,368 g (4 * 92 g),"['Carton', 'Plastique']",,,,,['Huile de palme'],,
381,Salade de chou crémeuse,0058814009511,,,,,['France'],[],,,[],,,,,,,,,,?,,170,,711 kj(170 kcal),,14,,1,,12,,7,,1,,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,,
382,Saumon rose,0058897191097,,,,,['France'],[],,,[],,,,,,,,,,?,,127,,531 kj(127 kcal),,"6,3",,"0,9",,0,,0,,20,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
383,Cornichons Sûrs,0059000007540,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Pot'],,,,,,,
384,0059000007670,0059000007670,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Marinades,0059000008219,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Betterave marinées -,0059000008288,,,"['Plats préparés', 'Salades', 'Salades composées', 'Salades de betteraves']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Lait écrémé en poudre instantané - Carnation,0059000111322,['Carnation'],,"['Boissons', 'Produits laitiers', 'Produits déshydratés', 'Laits', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées', 'Laits écrémés', 'Laits en poudre']",['Enrichi en vitamines'],['France'],"['Lait écrémé en poudre', 'palmitate de vitamine A', 'cholécalciférol ', 'vitamine D3']",,,['Non végétalien'],3,,,,,,,,,?,,90,-72%,377 kj(90 kcal),-73%,0,-100%,0,-100%,13,-66%,13,-64%,9,-63%,"0,115",-84%,"0,046",-84%,,,,,,,,,,,,,,,,,,,,,
388,spaghetti Lancia -,0059100001929,,,,['Sans conservateurs'],['France'],[],,,[],,,,,,,,,,?,,300,,1255 kj(300 kcal),,"1,5",,"0,3",,60,,2,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,
389,Organic Strawberry Fruit / Bottom Yogurt 2.8% M. F. - Olympic,0059161702025,['Olympic'],,,"['Bio', 'en:gluten-free']",['France'],"['EAU', 'FRAISE BIOLOGIQUE', 'PO UDR f TAPIOCA Jus BIOLOGIQUE', 'GLUTEN', ' CONSERVATION']",,['Gluten'],[],4,,,,,,,,,?,,96,,402 kj(96 kcal),,3,,"1,7",,19,,17,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,
390,Windex,0059200807704,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Digestives,0059290311877,,,,,['France'],[],,,[],,,,,,,,,,?,,140,,586 kj(140 kcal),,6,,3,,20,,5,,2,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,
392,Fruit Shortcake,0059290311907,,,,,['France'],[],,,[],,,,,,,,,,?,,642,,2686 kj(642 kcal),,"18,9",,"6,3",,"65,9",,"26,3",,"5,6",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,
393,Digestive - McVitie's,0059290312072,"[""McVitie's""]",,,,['France'],[],,,[],,,,,,,,,,?,,480,,2008 kj(480 kcal),,20,,10,,64,,16,,8,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,
394,Fromage Parmesan Rapé - Tre Stelle - 125g,0059441004283,['Tre Stelle'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés', 'Grated parmesan']",,"['Canada', 'France']",[],,,[],,23.1 g,en quantité élevée,16.5 g,en quantité élevée,0 g,en faible quantité,1.38 g,en quantité modérée,?,,396,+6%,1657 kj(396 kcal),+6%,"23,1",-20%,"16,5",-15%,"6,6",+583%,0,-100%,"46,2",+69%,"1,38",+38%,"0,552",+38%,15,+16%,D,+16%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,125 g,,,,,,,,
395,Ginger Jam,0059471130013,,,,,['France'],[],,,[],,,,,,,,,,?,,248,,1038 kj(248 kcal),,0,,0,,60,,60,,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,
396,Thursday Cottage Passionfruit Curd 310G,0059471412010,,,,,['France'],[],,,[],,,,,,,,,,?,,371,,1552 kj(371 kcal),,14,,"6,9",,57,,57,,"3,9",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,
397,Reduced sugar orange marmalade medium cut,0059471467010,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,?,,149,-38%,623 kj(149 kcal),-38%,0,-100%,0,-100%,36,-39%,35,-38%,0,-100%,0,-100%,0,-100%,8,-34%,C,-34%,B,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,,,,
398,Tangerine Medium cut Marmelade with Cointreau - Thursday Cottage - 340g,0059471737014,"['Thursday Cottage', 'Tiptree']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', 'Pâtés végétaux']",,['France'],"['Cane Sugar', 'Tangerines', 'Cointreau ', '3%', 'Concentrated Lemon Juice', 'Gelling Agent: Citrus Pectin']",['E440 - Pectines'],,[],4,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,1086,+10%,?,,1086 kj(260 kcal),+9%,0,-100%,0,-100%,61,+4%,60,+7%,0,-100%,0,-100%,0,-100%,13,+8%,D,+8%,,,,,,,,,340 g,"['Verre', 'Bocal', 'métal']",,"['England', 'Angleterre']",,,,,
399,Kimchi noodle bowl,0059491009016,,,,,['France'],[],,,[],,,,,,,,,,?,,300,,1255 kj(300 kcal),,17,,"8,5",,60,,0,,10,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,
400,Phò',0059491009412,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Kimchi Chicken,0059491109006,,,,,['France'],[],,,[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"3,8",,"1,9",,"5,1",,"0,7",,"2,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
402,Sirop d'étable,0059518110022,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Niagara Apple Country,0059527151597,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,420,,1757 kj(420 kcal),,21,,3,,54,,30,,9,,"0,015",,"0,006",,,,,,,,,,,,,,,,,,,,,,
404,Barre céréales,0059527172103,,,,['en:gluten-free'],['France'],[],,,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,35,,10,,37,,19,,17,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
405,taste of nature,0059527172110,,,,['en:gluten-free'],['France'],[],,,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,35,,10,,37,,19,,17,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
406,Almond,0059527172455,,,,,['France'],[],,,[],,,,,,,,,,?,,475,,1987 kj(475 kcal),,28,,"3,8",,48,,25,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Tropical fruit,0059527173247,,,,,['France'],[],,,[],,,,,,,,,,?,,410,,1715 kj(410 kcal),,15,,6,,66,,44,,7,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,
408,Trail Mix - 35g,0059527173261,,,,['en:gluten-free'],['France'],[],,,[],,,,,,,,,,?,,410,,1715 kj(410 kcal),,20,,3,,53,,32,,14,,"0,02",,"0,008",,,,,,,,,,,,,,35 g,,,,,,,,
409,Barrita Frutos Secos Con Coco 40GR Bio - Taste of Nature,0059527752091,,,,"['Bio', 'Sans gluten']",['France'],[],,,[],,,,,,,,,,?,,208,,870 kj(208 kcal),,14,,5,,19,,9,,5,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
410,Organic - Taste Of Nature - 40g,0059527810050,['Taste Of Nature'],,,,['France'],[],,,[],,,,,,,,,,?,,482,,2017 kj(482 kcal),,27,,"4,2",,49,,28,,14,,,,,,,,,,,,,,,,,,40 g,,,,,,,,
411,Limonade,0059600010230,,,,,['France'],[],,,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,0,,0,,"12,4",,12,,"0,08",,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,,,,
412,Jus d'orange pur et naturel à 100%,0059600060211,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['Sans sucre ajouté'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,9.6 g,en quantité élevée,0 g,en faible quantité,?,,44,+2%,184 kj(44 kcal),+1%,0,-100%,0,-100%,"10,8",+11%,"9,6",+5%,"0,8",+28%,0,-100%,0,-100%,4,+33%,C,+33%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['pet-bottle'],,,,,,,
413,Minute Maid Orange,0059600060594,['Minute Maid'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,45 g,en quantité élevée,,,?,,220,+378%,920 kj(220 kcal),+379%,0,-100%,0,-100%,51,+381%,45,+364%,3,+667%,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
414,Boisson Réfrigérée Fuitopia Fruits - Minute Maid,0059600070166,['Minute Maid'],,"['Boissons', 'Boissons avec sucre ajouté']",['Sans conservateurs'],['France'],"['CONTIENT: EAU FILTRÉE', 'JUS DE FRUITS DE CONCENTRE', 'POMME ET ANANAS', ',SUCRE/GLUCOSE-FRUCTOSE,ESSENCE NATURELLE,ACIDE CITRIQUE,ACIDE ASCORBIQUE', 'VITAMINE C', ',JUS DE FRUITS ET DE LÉGUMES POUR LA COULEUR']",['E330 - Acide citrique'],,[],4,0 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité élevée,8 g,en quantité élevée,?,,36,-58%,151 kj(36 kcal),-59%,0,-100%,0,-100%,"9,6",-52%,"9,2",-50%,0,-100%,8,+21290%,"3,2",+21290%,13,+9%,E,+9%,,,,,,,,,,,,,,,,,
415,Cocktail de pamplemousse rose - Minute Maid,0059600070937,['Minute Maid'],,,,['France'],[],,,[],,,,,,,,,,?,,160,,669 kj(160 kcal),,0,,0,,41,,38,,1,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,
416,Longuettes Lysol,0059631755537,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Razzles Orgiginal Gum,0059642008288,,RAZZLES,"['Snacks', 'Snacks sucrés', 'Confiseries']",,"['France', 'États-Unis']","['Sugar', 'gum base', 'calcium stearate', 'citric acid', 'artificial flavors', 'artificial colors ', 'fd&c red 40 lake', 'blue 1 lake', 'yellow 5 lake', 'yellow 6 lake', 'bht ', 'to maintain freshness', ' soy may be present']","['E572 - Stéarate de magnésium', 'E330 - Acide citrique', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E102 - Tartrazine', 'E110 - Jaune orangé S', 'E321 - Butylhydroxytoluène']",['Soja'],[],4,0 g,en faible quantité,0 g,en faible quantité,85.7 g,en quantité élevée,0 g,en faible quantité,?,,429,+2%,1795 kj(429 kcal),+2%,0,-100%,0,-100%,"85,71",+29%,"85,71",+73%,0,-100%,0,-100%,0,-100%,15,-18%,D,-18%,,,,,,,,,,,,,,,,,
418,Mable syrup - Sirobec - 1,0059749408301,['Sirobec'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1,,,,,,,,
419,Cherry cerise jelly powder - Selection,0059749873543,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,19,,18,,1,,100,,40,,,,,,,,,,,,,,,,,,,,,,
420,Sauce chili - Selection,0059749875486,['Selection'],,"['Epicerie', 'Sauces', 'Sauces chili']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,26.7 g,en quantité élevée,1.2 g,en quantité modérée,?,,133,+55%,556 kj(133 kcal),+58%,0,-100%,0,-100%,"33,33",+130%,"26,67",+159%,2,+106%,"1,2",-70%,"0,48",-70%,11,+5%,D,+5%,,,,,,,,,,,,,,,,,
421,Sauce soja - Selection,0059749879798,['Selection'],,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité modérée,3.6 g,en quantité élevée,?,,33,-70%,138 kj(33 kcal),-70%,0,-100%,0,-100%,7,-61%,7,-44%,2,-69%,"3,6",-70%,"1,44",-70%,11,-2%,D,-2%,B,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,,,
422,Moutarde au miel - Selection,0059749880053,['Selection'],,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,8 g,en quantité élevée,?,,400,+135%,1674 kj(400 kcal),+136%,0,-100%,0,-100%,40,+480%,40,+936%,4,-39%,8,+70%,"3,2",+70%,22,+90%,E,+90%,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,
423,Cotes de dos - Selection,0059749881203,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,420,,1757 kj(420 kcal),,"25,2",,"8,4",,21,,"16,8",,"26,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,
424,Consommé de boeuf - Selection - 284mL,0059749886031,['Selection'],,['Aides culinaires'],,['France'],"['EAU', 'GÉLATINE', 'ASSAISONNEMENTS', 'PROTÉINES DE BLÉ', 'SOYA ET MAÏS HYDROLYSÉES', 'SEL', 'GLUTAMATE MONOSODIQUE', 'SUCRE', 'COLORANT CARAMEL', 'BOUILLON DE BŒUF', 'ACIDE LACTIQUE', 'ARÔME NATUREL']","['E428 - Gélatine', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150 - Caramel', 'E270 - Acide lactique']",['Soja'],"['Non végétalien', 'Non végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.7 g,en quantité modérée,?,,20,-94%,84 kj(20 kcal),-94%,0,-100%,0,-100%,1,-98%,0,-100%,4,-11%,"0,7",+28%,"0,28",+28%,1,-92%,B,-92%,,,,,,,,,284 mL,,,,,,,,
425,Cannenerges - Selection,0059749886314,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,85,,"67,5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Maïs en crème - Selection,0059749887557,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,88,,368 kj(88 kcal),,"0,8",,0,,"18,4",,"5,6",,"1,6",,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,
427,Poires bartlett - Selection,0059749888172,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,70,,293 kj(70 kcal),,0,,0,,18,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Huile cajola - Selection - 473ml,0059749888738,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,473 ml,,,,,,,,
