,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,packaging,labels,manufacturing,traceability_code,additives,nova_score,markets,generic_name,link,ingredients_origins,palm_ingredients,brand_owner,origin_detail,producer_info
714,Le yaourt fermier - La Ferme de la Vieille Abbaye - 500g (4x125g),3293630000442,C,500 g (4x125g),['La Ferme de la Vieille Abbaye'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la prune', 'Yaourts au pruneau']",['France'],[],[],3.6 g,en quantité modérée,2.4 g,en quantité modérée,11.6 g,en quantité modérée,0.1 g,en faible quantité,?,,103,+10%,431 kj(103 kcal),+9%,"3,6",+25%,"2,4",+28%,"11,6",-6%,"11,6",+4%,"3,5",-3%,"0,1",-7%,"0,04",-7%,3,+44%,C,+44%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,,,,,,,,
715,L'arrangé Exotique Isautier - 50cl,3283770211112,C,50cl,['Isautier'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums industriels']",['France'],"['Alcool de canne', 'eau', 'sirop de sucre de canne', ""jus d'ananas Victoria"", 'macérât de letchis ', '5%', ' ', 'letchis', 'alcool de canne', 'eau', 'jus de fruit de la passion concentré', 'arômes naturels de banane', 'orange amère ét pamplemousse', 'arômes letchis et fruit de la passion', 'acidifiant : E330']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,['E330 - Acide citrique'],4,,,,,,,,
716,Banane chips,2600128020072,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",['France'],[],[],24 g,en quantité élevée,22 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,?,,498,+2%,2084 kj(498 kcal),+3%,24,-5%,22,+14%,70,+16%,16,-23%,1,-46%,0,-100%,0,-100%,14,+19%,D,+19%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,,,,,,,,
717,Mayonnaise citron - cora - 500ml,5400134322378,,500ml,['Cora'],['Ingrédients'],['France'],"['huile de colzajaunes d oeufs salé', ' eau,moutarde vinaigre', 'citron concentré', 'extrait naturel de poivre', 'extrait naturel de romarin']",[],75.9 g,en quantité élevée,4.5 g,en quantité modérée,0.1 g,en faible quantité,1.1 g,en quantité modérée,?,,690,,2887 kj(690 kcal),,"75,9",,"4,5",,"0,3",,"0,1",,"1,5",,"1,1",,"0,44",,16,,D,,,,,,,,,,['pot verre'],,,,,1,['Cora'],,,,,,,
718,Grana padana - Tomasoni - 80g,8033201808009,B,80 g,['Tomasoni'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",['France'],"['LAIT cru biologique', 'sel', ""présure 32% de matières grasses minimum dans l'extrait sec""]",[],29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,398,+1%,1665 kj(398 kcal),+0%,29,+0%,18,0%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['sachet plastique'],"['Bio', 'Bio européen', 'IT-BIO-006', 'Sans lactose', 'Certificato ICEA biologico', ""Denominazione d'origine protetta"", 'Lait  Italien']",,"['I', 'IT 03-513 CE', 'IT D436C CE']",,,['Biocoop'],,,['Italie'],,,,
719,Huile Raffinée de Tournesol - Oli Dor,5941666000124,D,,['Oli Dor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol', 'Huiles raffinées']",['France'],['100 % huile raffinée de tournesol'],[],100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+3%,3766 kj(900 kcal),+3%,100,+3%,10,-6%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,['Plastique'],,,,,,,,,,,,,
720,L'or intense - 500gr,3228470062084,E,500 gr,"[""L'OR""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",['France'],['100% Arabica'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,"['Paquets', 'Sous vide']",,,['LAX2384643010022'],,1,,CAFE,,,,,,
721,Sauce poivre vert - Knorr,8712566471904,B,,['Knorr'],"['Epicerie', 'Sauces', 'Sauces au poivre', 'Sauces au poivre vert']","['Belgique', 'France']","['Farine de FROMENT', 'graisse de palme', 'amidon de pomme de terre', 'sel sirop de glucose', 'poivre vert 2,8%', 'protéines de LAIT', 'chlorure de potassium', 'arôme ', 'dont FROMENT', 'ORGE', 'CREME en poudre 1%', 'protéines végétales hydrolysées ,poivre', 'extrait de levure', 'sucre', 'ail', 'oignon en poudre', ""extrait de malt d'ORGE"", 'racine de persil', 'curcuma', 'colorant: extrait de poivron', ' Peut contenir: oeuf', 'céleri']","['Huile de palme', 'Non végétalien']",3.2 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,58,-70%,243 kj(58 kcal),-72%,"3,2",-76%,"1,8",-52%,"6,1",-54%,"< 0,5",-82%,1,-70%,"0,9",-67%,"0,36",-67%,4,-63%,C,-63%,40.2%,32.8%,11.0%,7.9%,4.7%,3.3%,90,"['Gluten', 'Lait']",,,,,,4,['Delhaize'],,,,['Huile de palme'],,,
722,Poivre blanc moulu - flacon - Marque Repère - 36g,3564700998601,B,36 g,"['Marque Repère', 'Rustica']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres blancs']",['France'],[],[],2.1 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1289,,?,,1289 kj(308 kcal),+409%,"2,1",+168%,"0,6",+255%,48,+414%,0,-100%,11,+315%,0,-100%,0,-100%,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,['Leclerc'],,,,,,,
723,President Ambassador Unsalted Butter -  - 200g,3155259910963,E,200g,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",['France'],"['Matière grasse végétale hydrogénée : huile de coprah ', '71%', 'eau', 'beurre ', 'lait', 'acidifiant : acide lactique', 'émulsifiant : E471', 'colorant : bêtacarotène', 'arôme naturel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",80 g,en quantité élevée,74 g,en quantité élevée,0 g,en faible quantité,0.02 g,en faible quantité,?,,728,+1%,3046 kj(728 kcal),+2%,80,+1%,74,+39%,"1,4",+90%,0,-100%,"0,5",-26%,"0,02",-98%,"0,008",-98%,19,-13%,E,-13%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Lait'],,,,,"['E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,,,,,,,
724,Pain au maïs -,0257630007873,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains au maïs']",['France'],[],[],3.9 g,en quantité modérée,0.6 g,en faible quantité,0.7 g,en faible quantité,1.5 g,en quantité modérée,?,,291,+4%,1218 kj(291 kcal),+4%,"3,9",-24%,"0,6",+10%,52,+10%,"0,7",-69%,11,+9%,"1,5",+9%,"0,6",+9%,4,-19%,C,-19%,,,,,,,,,,,,,,,,,,,,,,
725,Kras Domacica Tamna Dark Choc - 275.0g,3850102501779,,275.0 g,['Kras'],,"['France', 'Italie']",[],[],,,,,,,,,?,,463,,1937 kj(463 kcal),,22,,11,,56,,23,,7,,"0,26",,"0,104",,,,,,,,,,,,,,['Product'],,,,,,,,,,,,,
726,lait  vitamine d - lactel - 1l,07421594,,1l,['Lactel'],,['France'],"['Lait demi-écrémé', 'vitamine D']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Lait'],['Brique'],,,,,,,,,['Français'],,,,
727,Yaourt Fermier - Ferme - 1,3459821980843,,1,['Ferme'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,almond original vanilla - Ecomil,8428532192239,E,,['Ecomil'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande"", ""Laits d'amande vanille""]",['France'],"['Eau', 'amandes* ', ',7%', 'sucre de canne*', 'amidon de tapioca""', 'concentré de carotte* et de pomme""', ""arôme naturel de vanille* avec d'autres arômes naturels*"", ' ', ""*Ingrédients issus de l'agriculture biologique"", ' Fabriqué dans une usine où sont également traités des fruits à coque']","['Végétalien', 'Végétarien']",1.7 g,en quantité modérée,0.4 g,en faible quantité,3.3 g,en quantité modérée,0.1 g,en faible quantité,?,,31,-18%,130 kj(31 kcal),-19%,"1,7",-2%,"0,4",+80%,"3,4",-24%,"3,3",-5%,"0,6",+6%,"0,1",+27%,"0,04",+27%,0,-100%,B,-100%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,['Fruits à coque'],,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,4,,,,,,,,
729,Huile d'Olive Vierge Extra - TERROIR MÉDITERRANÉEN - 3litres,3760096290095,D,3 litres,['TERROIR MÉDITERRANÉEN'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'Alimentaire']",['France'],"[""Terroir Méditerranéen est une huile d'olive extra vierge issue de la tritura - tion d'olives récoltées par des oléiculteurs de la Méditerranée"", "" Confirmant ainsi sa qualité qui n'est aucunement le fruit du hasard"", 'cette huile est obtenue directement des olives et uniquement par procédés mécaniques', "" Produit de Tunisie et Italie TERROIR MEDITERRANEEN Huile d'Olive Wierge Extra Extraction à froid Produit 100% Naturel 3 LITRES Exclusivité: S"", 'I', 'D', 'International BP 20132 Marseille 13 254 Cedex 06 Fax:+33 4 96 10 12 81']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Bidon plastique'],,['Non indiqué'],['NON-INDIQUE'],,,['Géant Casino'],,Non mentionné,['Terroir Méditerranéen. Produit de Tunisie et Italie'],,,,
730,Filets de kippers a la provencale bio,3324030012374,,,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,"11,5",,3,,"0,2",,"0,2",,"17,6",,4,,"1,6",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09', 'Pêche durable', 'Pêche durable MSC']",,['MSC-C-53427'],,,,,,,,,,
731,Choco Chocolate Spread - Prodia,5400272559827,,,['Prodia'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']","['Belgique', 'France']","['Eau', 'édulcorants: maltitol', 'acésulfame-K et cyclamate de sodium', 'inuline', 'fructo-oligosaccharides', 'poudre de cacao 5%', 'graisse végétale ', 'palme', 'huile végétale ', 'noix de coco', 'gélifiant: amidon modifié de maïs modifié', 'pectine', 'conservateurs: sorbate de potassium', 'benzoate de sodium', 'arôme']",['Huile de palme'],3.8 g,en quantité modérée,2.5 g,en quantité modérée,6.9 g,en quantité modérée,0.07 g,en faible quantité,?,,160,-71%,669 kj(160 kcal),-71%,"3,8",-89%,"2,5",-68%,"34,1",-33%,"6,9",-85%,"1,5",-77%,"0,07",-37%,"0,028",-37%,-1,-105%,A,-105%,,,,,,,,,['Bocal'],"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'en:gluten-free', 'Fabriqué en Belgique', 'Sans sucre ajouté', 'Sans lactose']",['Belgique'],,"['E965 - Maltitol', 'E950 - Acésulfame K', 'E952 - Acide cyclamique et ses sels', 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",4,['Magasins diététiques'],,http://revogan.catbuilder.info/catalogs/cat.asp?cat=cat01&language=fr,['Belgique'],['Huile de palme'],,,
732,Ski à la menthe,3273440008043,,,,,['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,"0,03",,0,,19,,13,,"0,03",,"0,004",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Curry huhn - Asia - 375g,4099200059396,D,375 g,['Asia'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']","['Autriche', 'France']","['Préparation de riz cuite ', '38%', ' ', 'eau', 'riz long grain', 'huile de colza', 'épaississant: farine de graines de guar', 'émulsifiant: lécithine', 'farine de riz', 'sel comestible', 'acidifiant: acide citrique', 'antioxydant: acide ascorbique', 'dextrose', 'eau', 'viande de poulet ', '13%', 'ananas ', '596', 'carottes', 'pousses de bambou', 'pousses de haricots mungo', 'oignons', 'bouillon de volaille', 'préparation de lait de noix de coco poudre ', 'lait de noix de coco', 'maltodextrine', 'sirop de glucose', 'protéine de lait', 'amidon modifié', 'chutney de mangues ', 'sucre', 'morceaux de mangue', 'vinaigre de canne à sucre', 'sel comestible', 'ail', ""vinaigre d'eau-de-vie"", 'épices', 'épices', 'sucre', 'sel comestible', 'Sambal Oelek ', 'piments rouges', 'poivrons', 'eau', 'sel comestible', 'huile de colza', 'épaississant ', 'gomme de cellulose', 'gomme de guar', 'crème', 'moutarde ', 'eau', ""graines de moutarde,vinaigre d'eau-de-vie"", 'sel comestible', 'épices', 'maltodextrine', 'farine de moutarde', 'céleri en poudre']","['Non végétalien', 'Non végétarien']",1.7 g,en faible quantité,0.8 g,en faible quantité,3.6 g,en faible quantité,0.72 g,en quantité modérée,?,,113,-24%,473 kj(113 kcal),-23%,"1,7",-71%,"0,8",-52%,"17,5",+28%,"3,6",+85%,"5,4",-33%,"0,72",-15%,"0,288",-15%,1,-30%,B,-30%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['Lait', 'Moutarde']",['Carton'],['Fabriqué en Allemagne'],,,"['E412 - Gomme de guar', 'E322i - Lécithine', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E466 - Carboxyméthylcellulose']",4,['Aldi'],,,,,,,
734,Baguette multigraines - Cora,3257985003572,,,['Cora'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,,,,,
735,Galette bretonne au beurre - Saveurs de nos régions lidl - 130g 16biscuits,08228161,C,130g 16 biscuits,['Saveurs de nos régions lidl'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,['Lidl'],,,,,,,
736,Välipalakeksi Tumma Suklaa - Elovena - 10x 30g,6411200107286,,10 x 30g,['Elovena'],,"['Finlande', 'France']","['Täysjyväkaurahiutale ja kauralese ', '29%', 'vehnäjauho', 'margariini [rypsiöljy', 'kasvirasvat ', 'palmu', 'kookos', 'vesi', 'suola', 'aromit', 'A - ja D2-vitamiinit]', 'sokeri', 'tumma suklaa 10% [sokeri', 'kaakaomassa', 'kaakaovoi', 'emulgointiaineet ', 'auringonkukka - ja soijalesitiini', 'vanilja-aromi]', 'perunatärkkelys', 'ravintokuitu ', 'polydekstroosi', 'nostatusaineet ', 'E450i', 'E500', 'ruismallas', 'vanilliinisokeri', 'suola', 'aromi', ' Saattaa sisältää pieniä määriä maitoa', 'hasselpähkinää']",['Huile de palme'],,,,,,,,,?,,450,,1883 kj(450 kcal),,18,,6,,58,,21,,9,,1,,"0,4",,,,,,,,,,,,,"['Gluten', 'Soja']",,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao', 'fi:Avainlippu']",['Finland'],,"['E1200 - Polydextrose', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",4,,,,,,,,
737,3515457070935,3515457070935,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Fine egg noodles,00532006,,,,,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"0,6",,"0,4",,"25,8",,"0,2",,"4,7",,"0,131",,"0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,
739,07116825,07116825,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Cerneaux de noix grillés - 100g,3369460201158,D,100 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",['France'],[],[],52 g,en quantité élevée,4.6 g,en quantité modérée,17 g,en quantité élevée,0 g,en faible quantité,?,,625,-9%,2615 kj(625 kcal),-9%,52,-19%,"4,6",-22%,24,+146%,17,+431%,12,-20%,0,-100%,0,-100%,4,+55%,C,+55%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,,,
741,Fermiers de Loué Escalope de dinde Label Rouge l - 240.0g,3266980798345,D,240.0 g,['Loué'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Carton'],['Label Rouge'],,,,,,,,,,,,
742,Avocat,3000019034543,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Avocats']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.4%,0.0%,0.0%,8.7%,3.8%,3.1%,50,,,,,,,,,,,,,,,
743,Agent de demoulage - Idéal,3701090500032,,,"['Idéal', 'Uni']",['Aides culinaires'],['France'],"['Huile de colza', 'émulsifiant : lécithine de soja', 'gaz propulseur: butane/propane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",94 g,en quantité élevée,7.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,844,+157%,3531 kj(844 kcal),+156%,94,+1150%,"7,3",+153%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,17,+38%,D,+38%,,,,,,,,['Soja'],['Spray'],['Fabriqué en France'],['France'],,"['E322i - Lécithine', 'E943a - Butane', 'E944 - Propane']",4,,Agent de Démoulage,,,,,,
744,Ail bio filet,3222473650835,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,
745,Galettes fines - Les découvertes d'Adrien - 300g,5430000128018,,300g,"[""Les découvertes d'Adrien""]",['Biscuits et gâteaux'],['France'],[],[],29.4 g,en quantité élevée,29.4 g,en quantité élevée,0 g,en faible quantité,0.37 g,en quantité modérée,?,,522,+21%,2184 kj(522 kcal),+21%,"29,4",+54%,"29,4",+244%,"57,9",+1%,0,-100%,"6,33",+7%,"0,37",-34%,"0,148",-34%,17,-8%,D,-8%,,,,,,,,,,,,,,,,,,,,,,
746,Café équateur Grains Bio & équitable - ethiquable - 500g,3760091727121,E,500 g,['Ethiquable'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",['France'],"[""Cafe en grain d'Equateur du commerce équitable issu de l'agriculture biologique""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Producteurs-paysans']",,,,,,,,['Équateur'],,,,
747,Whole 12 Grain Bread 12,0068721722342,,,,,['France'],"['FARINE DE BLÉ ENTIER INTÉGRALE', 'EAU', 'MÉLANGE DE CÉRÉALES ', 'GRAINES DE LIN', 'FARINE DE SEIGLE', 'GRAINES DE TOURNESOL', ""FLOCONS D'AVOINE"", 'FLOCONS DE BLE MALTÉ', 'MILLET', 'FLOCONS DE TRITICALE', 'GRAINES DE SÉSAME', 'SEMOULE DE MAIS', 'FARINE DE RIZ', 'FARINE DE SARRASIN', ""GRUAU D'ORGE"", 'SUCRE/GLUCOSE-FRUCTOSE', 'LEVURE""', 'AVOINE', 'GLUTEN DE BLÉ""', 'MÉLASSE ', 'DE FANTAISIE ET/OU NOIRE', 'SIROP DE RAISINS SECS SOLUBLE ', 'EXTRAIT SEC DE RAISINS SECS', 'EAU', 'SEL', 'HUILE VÉGÉTALE ', 'CANOLA OU SOYA', 'MÉLASSE EN POUDRE', 'VINAIGRE', 'MONOGLYCÉRIDES VÉGÉTAUX', 'PROPIONATE DE CALCIUM', 'ESTERS TARTRIQUES DES MONO ET DIGLYCÉRIDES ACETYLÉS', 'STEAROYL-2-LACTYLATE DE SODIUM', 'ACIDE SORBIQUE', 'LCITHINE DE SOYA', '""L\'ORDRE PEUT VÄRIER', 'LA REGLEMENTATION ATIÈRE DE RECYCLAGE VARIE À TRAVERS LE CANADA', 'CET EMBALLAGE POURRAIT NE PAS ETRE RECYCLABLE DANS VÕTRE RÉGION,']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,190,,795 kj(190 kcal),,"3,5",,"0,5",,33,,3,,8,,"0,675",,"0,27",,,,,,,,,,,,,"['Gluten', 'Avoine', 'Graines de sésame']",,,,,"['E282 - Propionate de calcium', ""E472d - Ester tartrique de mono- et diglycérides d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,
748,Chocolat noir Eclats d'amandes et fleur de sel - Au Bord du Lac - 100g,3760159103270,D,100 g,['Au Bord du Lac'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats noirs salés', 'Chocolats aux amandes', 'Chocolats noirs aux amandes', 'Chocolats noirs à la fleur de sel']",['France'],"['sucre de canne*', 'pâte de cacao* ', 'Pérou', 'beurre de cacao*', 'amandes* 10%', 'fleur de sel de Guérande 0,5%', ' Cacao :56% minimum', ' *Ingrédients issus de lagriculture biologique']",[],41.1 g,en quantité élevée,24.6 g,en quantité élevée,39.5 g,en quantité élevée,0.6 g,en quantité modérée,?,,571.8,+3%,2392 kj(571 kcal),+4%,"41,1",+9%,"24,6",+7%,"43,1",+4%,"39,5",+9%,"6,1",-13%,"0,6",+35%,"0,24",+35%,22,-4%,E,-4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Fruits à coque'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,3,,,,,,,,
749,Pastille des Alpes à la framboise,3760264840176,,,,,['France'],[],[],,,,,,,,,?,,228,,954 kj(228 kcal),,"0,4",,0,,91,,1,,"0,3",,0,,0,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,
750,Pain Azyme Khorasan Kamut -  - 200g,3226980002057,,200 g,,,['France'],[],[],,,,,,,,,?,,367,,1536 kj(367 kcal),,"1,9",,"0,28",,"56,9",,"4,6",,"15,7",,,,,,,,,,,,,,,,,,"['Film en plastique', 'Etui en carton']","['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,Pain azyme,,,,,,
751,Crepes jambon champignons,3336413247143,,,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,"6,3",,"3,4",,"22,6",,"2,2",,"6,3",,"0,78",,"0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Gnocchi - Ja! - 500g,4388860111750,B,500 g,['Ja!'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,,,,
753,Mélange de céréales et légumineuses -,8053800000130,,,,"['Plats préparés', 'Céréales préparées']",['France'],"['45% orge précuit*', '35% épeautre précuit*', '10% lentilles rouges decortiquées*', '10% pois verts cassés précuits*', ' Peut contenir des traces de soja et sésame', "" *issus de l'agriculture biologique""]",[],1.6 g,en faible quantité,0.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,?,,216,+14%,904 kj(216 kcal),+13%,"1,6",-59%,"0,3",-55%,"38,2",+25%,"0,7",-54%,"8,7",+49%,0,-100%,0,-100%,-3,-375%,A,-375%,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-007']",,,,3,,,,,,,,
754,Vinaigre,3760170099439,B,,,['Vinaigres'],['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,28 g,en quantité élevée,0.06 g,en faible quantité,?,,112,+33%,469 kj(112 kcal),+35%,"0,5",+543%,"0,1",+525%,28,+72%,28,+94%,"0,5",+18%,"0,06",-26%,"0,024",-26%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,
