,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,brand,categories,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,ingredients_origins,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,labels,palm_ingredients
311,Lutfi Splend\'or,3116740036913,['France'],[],[],?,547,2289 kj(547 kcal),33,19,54,51,"7,4","0,1","0,04",,,,"[""Lutfi Splend\\'or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Merguez,2204315024142,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,fromage,0223614024402,['France'],[],[],?,22,92 kj(22 kcal),"0,4",0,"3,1","1,7","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Spread,5060402906138,['France'],[],[],?,546,2284 kj(546 kcal),"32,2","7,8","58,1","54,4","4,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Barre Chanvre & Amande Bio 40G La Maison Du Chanvre,4030414000552,['France'],[],[],?,459,1920 kj(459 kcal),"27,6","2,2","37,4",33,"12,1","0,1","0,04",,,,,"['Snacks', 'Snacks sucrés', 'Barres']",,,,,,27.6 g,en quantité élevée,2.2 g,en quantité modérée,33 g,en quantité élevée,0.1 g,en faible quantité,,+2%,+2%,+35%,-75%,-32%,-3%,+44%,-71%,-71%,14,-18%,D,-18%,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-013']",
316,Benco,3034470446003,['France'],[],[],?,377,1577 kj(377 kcal),"2,3","1,4",80,78,"4,8","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Croûtons bio à tartiner tomates,3571370620800,['France'],[],[],?,352,1473 kj(352 kcal),"4,7","2,3",61,"8,6","3,9","4,35","1,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
318,"Selective Cochon D´inde 1,5 KG",5015622208067,['France'],[],[],?,1000,4184 kj(1000 kcal),0,0,5,4,16,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Pomme,3430061865725,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Clémentines,8414870041698,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Croûtons bio à tartiner ail et thym,3571370630809,['France'],[],[],?,289,1209 kj(289 kcal),"4,3","2,1",48,8,13,"3,18","1,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
322,Crepes tesco,5057753925567,['France'],[],[],?,429,1795 kj(429 kcal),"16,2","3,7","63,5","41,4","5,9","0,9","0,36",,,,['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Cheddar,4015564007026,['France'],[],[],?,346,1448 kj(346 kcal),26,"17,5","6,5",4,19,"3,7","1,48",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Cheddars']",,,,,,26 g,en quantité élevée,17.5 g,en quantité élevée,4 g,en faible quantité,3.7 g,en quantité élevée,,-13%,-13%,-21%,-17%,+371%,+697%,-19%,+109%,+109%,19,+13%,E,+13%,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
324,Brioche a la praline,0200608019354,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Artichaut,3760248980386,['France'],[],[],?,118,494 kj(118 kcal),"9,1","1,5","6,2","1,4","1,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Boudins blancs au cognac,3497800100066,['France'],[],[],?,221,925 kj(221 kcal),17,"7,1","5,9","3,3",11,"1,3","0,52",,,,,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",,,,,,17 g,en quantité modérée,7.1 g,en quantité élevée,3.3 g,en faible quantité,1.3 g,en quantité modérée,,-9%,-9%,-16%,-9%,+37%,+68%,+7%,-13%,-13%,14,-12%,D,-12%,,,,,,,,,,,,,
327,Premium Kalahari dates,6009163450398,['France'],[],[],?,277,1159 kj(277 kcal),8,"0,2",75,66,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Thé Noir à l’argousier & fleur d’épilobe,7483679338446,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Confiture Extra à l’Argousier BIO,0634438042587,['France'],[],[],?,264.6,1107 kj(264 kcal),"2,7","0,2",59,59,"0,6",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'argousiers""]",,,,,,2.7 g,en faible quantité,0.2 g,en faible quantité,59 g,en quantité élevée,,,,+19%,+19%,+931%,+302%,+10%,+15%,+16%,,,,,,,D,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,['Bio'],
330,Keelpastilles,8708781581016,['France'],[],[],?,227,950 kj(227 kcal),"0,8","0,8",92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Terrine de Sanglier,3424150070282,['France'],[],[],?,363,1519 kj(363 kcal),33,12,"0,5","0,5",16,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],
332,Millet jaune décortiqué - Moulin des moines,3347430021982,['France'],[],[],?,350,1464 kj(350 kcal),"3,9",1,"68,8","2,2","10,6",,,,,,['Moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",
333,Pâte à tartiner noisette,3700416202513,['France'],[],[],?,541,2264 kj(541 kcal),33,"5,5",56,53,"6,4",,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,,33 g,en quantité élevée,5.5 g,en quantité élevée,53 g,en quantité élevée,,,,-1%,-2%,-3%,-28%,+9%,+11%,-6%,,,,,,,D,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,
334,naturnes bio,41461473,['France'],[],[],?,245,1025 kj(245 kcal),"0,1",0,15,"12,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
335,Rolnik Cornichon Pimente 330G,5900919001714,['France'],[],[],?,26,109 kj(26 kcal),"0,5","0,1","5,3","3,7","0,8","0,9","0,36",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,0.9 g,en quantité modérée,,-4%,+2%,+69%,+46%,+54%,+42%,-21%,-48%,-48%,-2,-192%,A,-192%,,,,,,,,,,,,,
336,Compote en gourde - Poires bananes abricots,5900852045301,['France'],[],[],?,?,,?,,?,,?,,,,,['Bouchon en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Crazy pasteque,8410525248924,['France'],[],[],?,326,1364 kj(326 kcal),0,0,79,58,4,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Velouté courgettes brocolis,3580282264934,['France'],[],[],?,23,96 kj(23 kcal),"0,5","0,3","3,5","1,6","0,8","0,75","0,3",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,,,0.5 g,en faible quantité,0.3 g,en faible quantité,1.6 g,en faible quantité,0.75 g,en quantité modérée,,-41%,-41%,-68%,-50%,-26%,-14%,-6%,+16%,+16%,3,+124%,C,+124%,B,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,
339,Soudjouk,7350066900794,['France'],[],[],?,?,,?,,?,,?,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Nectar Pomme Framboise,3760085000049,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Porc de l’Aveyron,2693037037132,['France'],[],[],?,171,715 kj(171 kcal),10,"0,6","1,9","0,6","2,4","1,9","0,76",,,,"[""Porc de l'Aveyron""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Biscotto salute fondente fetta biscottata ricoperta,8007770111310,['France'],[],[],?,0,0 kj(0 kcal),28,15,56,31,"7,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Noix de cajou,4251032602359,['France'],[],[],?,627,2623 kj(627 kcal),"51,2",13,"18,1","6,4","20,5","0,84","0,336",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,51.2 g,en quantité élevée,13 g,en quantité élevée,6.4 g,en quantité modérée,0.84 g,en quantité modérée,,+5%,+5%,+11%,+53%,-29%,-1%,+10%,+34%,+34%,11,+45%,D,+45%,E,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,
344,Aglio aromatizzato,8002207002070,['France'],[],[],?,213,891 kj(213 kcal),9,1,29,7,4,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Noisettes,3335770005397,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Salami,2956558403191,['France'],[],[],?,294,1230 kj(294 kcal),"23,6","9,7","0,3","0,2","20,1","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Dégraissant,3608409854780,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Ristorante pizza al prosciutto,8003000562907,['France'],[],[],?,228,954 kj(228 kcal),"9,9","2,9",24,"2,8","9,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Farine de blé dur,3701373111214,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,
350,B'isteak,0223456029580,['France'],[],[],?,315,1318 kj(315 kcal),23,"9,3","1,2",0,"2,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,petillant a l’argousier,3770000265552,['France'],[],[],?,30,126 kj(30 kcal),"0,1",0,"7,5","7,5","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Mayonnaise,5900783009489,['France'],[],[],?,267,1117 kj(267 kcal),26,"2,5",8,3,"0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Emmental râpé,61636361,['France'],[],[],?,369,1544 kj(369 kcal),29,19,0,0,27,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,huile De Tournesol Aromatisée à La Truffe 1%,3346041398674,['France'],[],[],?,713,2983 kj(713 kcal),69,"7,3",17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 84081E', 'Morières-lès-Avignon (Vaucluse, France)']",,,
355,Sushi 7 pieces,3250392881030,['France'],[],[],?,151,632 kj(151 kcal),3,1,25,"5,2","5,7","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 41.059.003 CE', 'Contres (Loir-et-Cher, France)']",,,
356,emmental,2860001023570,['France'],[],[],?,364,1523 kj(364 kcal),28,19,"0,5","0,5",28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Yaourt de Lulu vanille,3770008329195,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Pâté de campagne à l'ancienne de porc français,0253023015555,['France'],[],[],?,340,1423 kj(340 kcal),30,11,"2,2","0,9",15,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 29004', 'Bannalec (Finistère, France)']",,,
359,COPPA,8004225018828,['France'],[],[],?,328,1372 kj(328 kcal),24,10,0,0,28,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Duo framboise mûre,2088944024274,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Clous de girofle,3234750047559,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Clous de girofle']",,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,B,,63.8%,0.0%,18.2%,12.0%,6.0%,0.0%,79,,,,
362,Gouda vieux AOP réserve,0212431035036,['France'],[],[],?,432,1807 kj(432 kcal),36,24,0,0,28,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Coeur Cranberry chocolat noir,3266052567879,['France'],[],[],?,476,1992 kj(476 kcal),29,17,49,41,"7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,MUNSTER au lait cru,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Miel de france bruyere Erica,3770002666036,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,"['Bio', 'Bio européen', 'FR-BIO-01']",
366,Téguments de Psyllium,3760048994330,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Sel de mer tomate & basilic,3760194212470,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Assiette d’escargots,3760083069116,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Salsa Tartufata 7%,3770013624216,['France'],[],[],?,457,1912 kj(457 kcal),"48,6","6,8","1,4","0,3","2,4","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Tomme brebis,0263409044413,['France'],[],[],?,385,1611 kj(385 kcal),"32,4","17,91",0,,21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FR 2B.123.001 CE'],,,
371,Sambal Badjak,8710161001687,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,L'étale du boucher,4056489369196,['France'],[],[],?,321,1343 kj(321 kcal),29,14,"2,7","0,6",13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Soupe de légumes du soleil,3760313530096,['France'],[],[],?,31,130 kj(31 kcal),"0,2","0,2","4,2","2,1","0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Sauce champignons,8480017654694,['France'],[],[],?,160,669 kj(160 kcal),11,"6,8",10,"6,6","4,9","1,66","0,664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Confiture fraise simplement bon et bio,3599313194751,['France'],[],[],?,246,1029 kj(246 kcal),"0,5","0,1",60,60,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
376,Raisin blanc,8058772080463,['France'],[],[],?,235,983 kj(235 kcal),0,0,63,60,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Roudoudous,3700345904373,['France'],[],[],?,355,1485 kj(355 kcal),"0,5","0,5",87,12,"1,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Yuca Test Masque,9782226191151,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Non alimentaire', 'en:Tests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Mandorle sgusciate,8004775004098,['France'],[],[],?,603,2523 kj(603 kcal),54,"4,59",10,"3,7",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Ours lait biologique,3472710053473,['France'],[],[],?,396,1657 kj(396 kcal),10,"6,1",73,61,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
381,Brebis Bio,0285399032935,['France'],[],[],?,415,1736 kj(415 kcal),36,24,"0,8","0,5",22,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
382,Vidal Jelly Mix 200G,8413178144025,['France'],[],[],?,0,0 kj(0 kcal),"0,2","0,2",75,55,"6,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Melon de Cavaillon - Eyguebelle,3242611102965,['France'],[],[],?,307,1284 kj(307 kcal),0,0,76,76,0,0,0,,,,['Eyguebelle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Cookies - Glutabye,3760061492417,['France'],[],[],?,490,2050 kj(490 kcal),24,0,67,30,"4,1","0,7","0,28",,,,['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Noix de cajou,3770013158131,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,"['EMB 92062L', 'Puteaux (Hauts-de-Seine, France)']",,,
386,Mini cookies gourmands chocolat noir et sel de Guérande,3226219013342,['France'],[],[],?,499,2088 kj(499 kcal),25,"6,9",61,29,"5,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Croque monsieur,0208118022963,['France'],[],[],?,295,1234 kj(295 kcal),18,0,14,"2,5",19,"0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Panini exquis,3505340040169,['France'],[],[],?,251,1050 kj(251 kcal),10,4,29,"2,7",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Thé a la vanille,6091045123452,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Granola dark chocolate and almonds bio - Kazidomi - 350g,4321000000002,"['Belgique', 'France']","['Flocons d’avoine* 60,2%', 'kasha* 10,08%', 'huile de tournesol*', 'purée de pomme*', 'amandes* 5%', 'sucre de fleur de coco*', 'chocolat* ', 'masse de cacao*', 'sucre de canne*', 'beurre de cacao*', 'lécithine de soja*', ' 4%', 'poudre de cacao maigre* 0,6%', 'sel', ' ', '*issu de l’agriculture biologique']",[],1937,462,1937 kj(462 kcal),"18,1",3,"58,4","8,3","11,7","0,36","0,144",Granola chocolat noir et amandes bio,350g,"['Carton', 'Plastique']",['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['Pays-Bas'],https://www.kazidomi.com/fr/granola/8105-granola-chocolat-noir-amandes.html,['Kazidomi'],"['Fruits à coque', 'Soja', 'Amandes* 5\xa0%', 'Flocons d’avoine', 'Amandes* 5\xa0%']",3,18.1 g,en quantité modérée,3 g,en quantité modérée,8.3 g,en quantité modérée,0.36 g,en quantité modérée,+9%,+11%,+11%,+38%,-10%,-3%,-51%,+19%,+107%,+107%,-1,-120%,A,-120%,B,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,['E322i - Lécithine'],"['Bio', 'Bio européen', 'NL-BIO-01', 'B corp']",
391,Gigolette de lapin,2443597027353,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Focus,4260460485076,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Pause café,30041691,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Madeleines,3188590000437,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Crème glacée façon crème brûlée,3760318100379,['France'],[],[],?,213,891 kj(213 kcal),10,"6,8",27,22,"3,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Saucisses chipos rustique sans colorant,75602673,['France'],[],[],?,212,887 kj(212 kcal),16,"6,2","1,1","0,7",16,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],
397,Chocolat,3344690010015,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Gache,3173310023766,['France'],[],[],?,385,1611 kj(385 kcal),16,12,53,16,"8,9","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Cannelés,2010000030387,['France'],[],[],?,84,351 kj(84 kcal),3,"2,1","9,3","0,9","1,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Miel grec,5200117191669,['France'],[],[],?,?,,?,0,?,,?,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,
401,Emmental grand cru,0212224021918,['France'],[],[],?,399,1669 kj(399 kcal),31,"20,9","1,3","0,5","28,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Poulet rôti issu de poulet fermier de la Champagne,3276555602052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,TEST KUKA-essai 1,3023673913658,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Non alimentaire', 'en:Tests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Aiguillettes de dinde,4056489278177,['France'],[],[],?,442,1849 kj(442 kcal),"1,1","0,4","0,5","0,5","23,6","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Fèves - Casino,3222477497207,['France'],[],[],?,98,410 kj(98 kcal),"0,7","0,1",13,"0,6","8,1",,,,,,['Casino'],,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",
406,Gelbe Kichererbsen,8690985123133,['France'],[],[],?,385,1611 kj(385 kcal),"6,6",0,"55,3","6,6","20,2",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Operation brioches,3608733095484,['France'],[],[],?,362,1515 kj(362 kcal),"13,4","8,2","50,4",0,"10,9","0,262","0,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 85233A', 'Saint-Jean-de-Beugné (Vendée, France)']",,,
408,Noix de Grenoble,3590670000211,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Noix françaises', 'Noix de Grenoble']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,
