,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,ingredients_origins,labels,generic_name,manufacturing,traceability_code,link,additives,palm_ingredients,origin_detail,producer_info,brand_owner
304,Instant Noodles - ROKA - 85g,6923744358173,"['France', 'Maroc']","['Nouilles', '80g farine de blé tendre', 'huile de palme', 'vitamine E et E306', 'eau', 'sel', 'arôme de crevettes', 'farine de blé tendre', 'sucre', 'rehausseur de saveur ', 'MSG E621', ' inosinate disodique', 'guarilate disodique', 'E627,E631', 'poudre de caramel,', 'E150a', ',huile de palmé', 'antiaglomérant dioxyde de silicium ', 'E551', 'ciboulette séchée', 'aïl en poudre']",[],?,463,"19,7","58,5","11,4",,85 g,['ROKA'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,4,,,,,,,,,,+55%,1937 kj(463 kcal),+54%,+70%,"10,1",+92%,+44%,1,-59%,+80%,"1,25",-52%,"0,5",-52%,,,,,,,,,,,,['Sachet'],['Acima'],,,,['Chine'],['ZLJ18035 F2'],http://www.noodle.net.cn,"['E306 - Extrait riche en tocophérols', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E150a - Caramel E150a', 'E551 - Dioxyde de silicium']",['Huile de palme'],,,
305,Leverpostei original OVNSAKT - Gilde - 190gr,7037204194122,['France'],[],[],?,?,?,?,?,,190 gr,['Gilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Huile de coco -,7108816720471,['France'],[],"['Végétalien', 'Végétarien']",?,899,99,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,99 g,en quantité élevée,94.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,3761 kj(899 kcal),+5%,+2%,"94,7",+12%,-100%,0,-100%,-100%,0,-100%,0,-100%,20,+3%,E,+3%,,,,,,,,,,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'AB Agriculture Biologique']",,,,,,,,,
307,Ansjovis Original Filé Grebbestads,7311170022116,['France'],[],[],?,190,11,14,"9,7",,,,,,,,,,,,,,,,,795 kj(190 kcal),,,"3,5",,,12,,,"7,6",,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,
308,Fusili tricolore - Coop - 500g,7340011352877,['France'],"['Durumhvete', 'tørket tomat', 'tørket spinat']",[],?,359,"1,4",73,12,,500g,['Coop'],,,,,,,,,,,,,,1502 kj(359 kcal),,,"0,3",,,"2,4",,,"0,01",,"0,004",,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,
309,Lait - Envia - 1litre,73919940,['France'],[],[],?,?,?,?,?,,1 litre,['Envia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,['en:FSC'],,,['FSC-C081801'],,,,,,
310,Milk Shake - Vitalp,7610369403973,"['France', 'Suisse']",[],[],?,104,4,14,3,,,['Vitalp'],,,,,,,,,,,,,,435 kj(104 kcal),,,4,,,14,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
311,Nespresso Kazaar 50 Capsules - nestle - 50gr,7640154061620,['France'],[],[],?,?,?,?,?,,50 gr,['Nestle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['10 capsules'],,,['en:made-in-switzerland'],,,,,,,,,
312,Fond de légumes méditerranéens - maggie - 110g,7613031655250,['France'],"['légumes 33% tomates oignon czrottes poivron rouge celeri rave farine de blé', ' sel', ' fecule de pomme de terre', ' maltadextrine', ' ail persil', 'origan', 'laurier', ' huile olive', ' extrait de levure', ' acidifiant', ' acide citrique', ' graines de celeri']",[],?,?,?,?,?,,110g,['Maggie'],"['Epicerie', 'Condiments', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées', 'Assaisonnements']",['Céleri'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['boite fer'],,,,,,,,['E330 - Acide citrique'],,,,
313,Guigoz - 1kg,7613034090089,['France'],[],[],?,?,?,?,?,,1kg,['Guigoz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Assortiment pâtisserie,3276550577409,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Honduras Espresso Absolute Origin - Nescafé,7613036385923,['France'],[],[],?,?,?,?,?,,,"['Nescafé', 'Dolce Gusto']",['Dosettes Dolce Gusto'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,,,,
316,pizza - Nestlé - 350g,7613036560269,"['France', 'Suisse']",[],[],?,228,"8,9",25,11,,350g,['Nestlé'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,8.9 g,en quantité modérée,3.3 g,en quantité modérée,1.9 g,en faible quantité,1.1 g,en quantité modérée,,-0%,954 kj(228 kcal),-1%,+6%,"3,3",-16%,-7%,"1,9",-35%,+7%,"1,1",-12%,"0,44",-12%,4,-49%,C,-49%,,,,,,,,,,,,,,,,,,,,
317,Tendre Croc' Pain de mie de Campagne Jambon Fumé & Fromage (3+1 gratuit) - Herta - 420g,7613036561693,['France'],[],[],?,268,"11,6",28,12,D,420 g,"['Herta', ""Tendre Croc'""]","['Sandwichs', 'Croque-monsieur']",,,11.6 g,en quantité modérée,5.5 g,en quantité élevée,2.3 g,en faible quantité,1.6 g,en quantité élevée,,+13%,1121 kj(268 kcal),+11%,+10%,"5,5",+5%,+12%,"2,3",-25%,+10%,"1,6",+8%,"0,64",+8%,13,+4%,D,+4%,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,"['Barquette', 'Plastique']",,,['Fabriqué en France'],,,"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",,,,,,
318,Riz -,7613063000431,['France'],[],[],?,346,"0,5",77,8,,,,,,,,,,,,,,,,,1448 kj(346 kcal),,,"0,1",,,"0,1",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
319,Étoiles au blé complet - Mibébé - 80g,7613312133279,"['France', 'Suisse']",[],[],?,358,"1,5",70,10,,80g,['Mibébé'],,,,,,,,,,,,,,1498 kj(358 kcal),,,"0,5",,,"0,8",,,"0,01",,"0,004",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CH-BIO-006', 'Sans sucre ajouté', 'Sans additifs']",,,,,,,,,
320,Vin de Bordeaux 2016 - château Pauly-La Martinette - 1500ml,3700325910882,"['Belgique', 'France']",[],[],?,?,?,?,?,D,1500 ml,['château Pauly-La Martinette'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vin rouge bio', 'Vins\xa02016']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Magnum'],['Colruyt'],,['Bio'],,,,,,,,,
321,Rochers - Naturaplan - 94g,7613356802865,['France'],[],[],?,600,46,30,15,,94g,['Naturaplan'],,,,,,,,,,,,,,2510 kj(600 kcal),,,12,,,29,,,"0,06",,"0,024",,,,,,,,,,,,,,,,"['Bio', 'Commerce équitable', 'Max Havelaar']",,,,,,,,,
322,Coop Sweet Potato Spinach Burger,7613379170958,['France'],[],[],?,103,3,14,"2,5",,,['Coop'],,,,,,,,,,,,,,431 kj(103 kcal),,,"0,5",,,6,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
323,Café Capsules de café Espresso 10 57 g,7617014172949,['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,
324,dragées sans sucre - Hollywood - 60g,7622210611048,['France'],"['Edulcorants ', 'Xylitol', 'Sorbitol', 'Isomalt', 'Sirop de maltitol', 'Aspartame', 'Acesulfame K', 'Gomme base', 'Arômes', 'Stabilisant ', 'E414', 'Acidifiant ', 'Acide citrique', 'Emulsifiant tournesol', 'Humectant ', 'E1518', 'Colorant ', 'Extrait de paprika', ' Une consommation excessive peut avoir des effets laxatifs Contient une source de phénylalanine']",[],763,?,"0,4",69,"0,4",,60 g,['Hollywood'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,4,0.4 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0.03 g,en faible quantité,+12%,,763 kj(182 kcal),+14%,+103%,"0,3",+159%,+10%,"0,1",+72%,+210%,"0,03",+40%,"0,012",+40%,,,,,,,,,,,,['boîtes'],['Leclerc'],,"['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs', 'Labels liés à la santé des dents', 'Union française pour la santé bucco-dentaire']",,,,,"['E967 - Xylitol', 'E420 - Sorbitol', 'E953 - Isomalt', 'E965ii - Sirop de maltitol', 'E951 - Aspartame', 'E950 - Acésulfame K', ""E414 - Gomme d'acacia"", 'E330 - Acide citrique', 'E1518 - Triacétine', 'E160c - Extrait de paprika']",,,,
325,Fresa 0% Azucares - Royal,7622210880888,"['France', 'Espagne']","['Agua', 'gelatina ', '1,9 %', 'edulcorantes [maltitol', 'glicósidos de esteviol ', '0,02 %', 'sucralosa', 'correctores de acidez ', 'ácido fumárico', 'citrato trisódico', 'ácido cítrico', 'colorante ', 'carmines', 'aromas', 'sal', 'vitamina E', 'vitamina D', ' Producto sin gluten', '* Glicósidos de esteviol']","['Non végétalien', 'Non végétarien']",?,10,0,"0,6","1,7",,,['Royal'],"['Desserts', 'Desserts gélifiés']",,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-81%,42 kj(10 kcal),-81%,-100%,0,-100%,-94%,0,-100%,+44%,"0,1",-30%,"0,04",-30%,-1,-194%,A,-194%,,,,,,,,,,,['en:gluten-free'],"Postre acuoso con gelatina con sabor a fresa, con edulcorantes.",,,,"['E428 - Gélatine', 'E965 - Maltitol', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E955 - Sucralose', 'E297 - Acide fumarique', 'E331iii - Citrate trisodique', 'E330 - Acide citrique', 'E120 - Acide carminique']",,,,
326,Velouté carottes - Delhaize,5400113021421,"['Belgique', 'France']",[],[],?,33,"1,8","3,3","0,7",,,['Delhaize'],,,,,,,,,,,,,,138 kj(33 kcal),,,1,,,"1,1",,,"0,64",,"0,256",,,,,,,,,,,,,,['Delhaize'],,['Bio'],,,,,,,,,
327,76417733,76417733,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Mélange de légumes vapeur,76527494,['France'],[],[],?,143,"0,5","4,4","1,8",,,,,,,,,,,,,,,,,598 kj(143 kcal),,,"0,1",,,"3,8",,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,
329,nouilles de ble instantanees asiatiques saveur boeuf - Tien Shan,76671142,['France'],[],[],?,82,"3,3",11,"1,8",,,['Tien Shan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,,,-73%,343 kj(82 kcal),-73%,-72%,"1,8",-66%,-73%,"0,7",-71%,-72%,"0,76",-71%,"0,304",-71%,,,,,,,,,,,,,,,,,,,,,,,,
330,Cookies Integrales Bauducco Cacao Y Avellana 140 G,7891962042275,"['Brésil', 'France']",[],[],?,446,19,61,"8,8",,140 g,['Bauducco'],,,,,,,,,,,,,,1866 kj(446 kcal),,,"3,3",,,29,,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,
331,Grains de café - Lavazza,8000070021341,['France'],[],[],?,?,?,?,?,,,['Lavazza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Lavazza - 7.5g,8000070086005,"['Australie', 'France']",[],[],?,?,?,?,?,,7.5 g,['Lavazza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,,,,,,
333,Salame Napoli - Galbani,8000430680409,['France'],[],[],?,356,28,"0,5",26,,,['Galbani'],,,,,,,,,,,,,,1490 kj(356 kcal),,,10,,,"0,5",,,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,
334,Fettuccine - De Cecco - 500grammes,8001250253033,['France'],[],[],?,?,?,?,?,,500 grammes,['De Cecco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,
335,Pinoli sgusciati - Noberasco,8005120209694,['France'],[],[],?,603,50,4,32,,,['Noberasco'],,,,,,,,,,,,,,2523 kj(603 kcal),,,0,,,"3,9",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
336,Le Conserve Della Nonna Pate Di Olive Nere 190G - 190g,8005360002161,['France'],[],[],?,248,25,1,"1,5",,190 g,['Le conserve della nonna'],,,,,,,,,,,,,,1038 kj(248 kcal),,,"3,9",,,"0,8",,,"3,9",,"1,56",,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
337,"Prosciutto Cotto Bio Kochschinken,Glutenfrei,lak. ..",8008481795509,['France'],[],[],?,152,"7,1",0,21,,,,,,,,,,,,,,,,,636 kj(152 kcal),,,"1,9",,,0,,,"1,4",,"0,56",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-009']",,,,,,,,,
338,italpasta - pasta berruto - 500g,8009940000042,['France'],"['Made in Italy', ' Ingredients: durum t en italie', "" Ingrédients: seimoule de blé dur de qualités périeure Peut contenir des traces d'œufs""]",[],?,?,?,?,?,,500g,['pasta berruto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['Œufs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sachet plastique'],,,['Fabriqué en Italie'],,,,,,,,,
339,Saint felicien - Ets Schoepfer,3252540919176,['France'],[],[],?,275,25,1,12,D,,['Ets Schoepfer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Félicien']",,,25 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-6%,1151 kj(275 kcal),-6%,-6%,19,+1%,+5%,"0,5",+8%,-5%,"1,5",+17%,"0,6",+17%,14,+4%,D,+4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,,,,
340,Pomme de terre de consommation a chair ferme,3386220000011,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,I primissimi cappellacci speck e Ricotta - Brema - 500g,8017268125347,"['France', 'Italie']",[],[],?,300,11,39,12,,500g,['Brema'],,,,,,,,,,,,,,1255 kj(300 kcal),,,"2,8",,,"2,4",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
342,Graines de sésame brun,8018699018901,['France'],[],[],?,582,"50,7","10,2","20,9",,,,,,,,,,,,,,,,,2435 kj(582 kcal),,,"7,9",,,"0,2",,,"0,1",,"0,04",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",,,,,,,,,
343,Bruschetta aux champignons - Tenuta Fragassi - 130g,8028000101789,['France'],"['Champignons 75%', ""huile d'olive vierge"", 'tomates sechées', 'Persil', 'Aromes Naturels', 'sel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,195,18,4,3,,130g,['Tenuta Fragassi'],,,4,,,,,,,,,,,816 kj(195 kcal),,,3,,,4,,,"0,5",,"0,2",,,,,,,,,,,,,['Verre'],,,,,,,,,,,,
344,Lentilles cuisinées à l'Auvergnate - Raynal & Roquelaure - 820g,80271116,['France'],"['INGREDIENTS: Eau', 'lentilles précuites 38%', 'couenne', 'saindoux', 'oignon', 'arômes naturels', 'farine de blé graisse de canard', 'carotte', 'sel', 'sucre ail en poudre', 'céleri en poudre Fabriqué dans un atelier utilisant: oeuf', 'lait', 'moutarde', 'poisson', 'crustacés et mollusques']","['Non végétalien', 'Non végétarien']",?,112,"3,61","11,2","6,83",B,820 g,['Raynal & Roquelaure'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Légumineuses en conserve', 'Lentilles', 'Lentilles en conserve', 'Lentilles préparées']",,4,3.61 g,en quantité modérée,1.41 g,en faible quantité,1.22 g,en faible quantité,0.78 g,en quantité modérée,,+32%,467 kj(112 kcal),+32%,+328%,"1,41",+516%,-2%,"1,22",+94%,+13%,"0,78",+11%,"0,312",+11%,-2,,A,,18.0%,39.2%,18.8%,10.4%,5.3%,8.4%,93,['Conserve'],,,,,,,,,,,,
345,8032484940031,8032484940031,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,3221240050090,3221240050090,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Huile d'olive,8033373572050,['France'],[],[],?,824,"91,6",0,0,,,,,,,,,,,,,,,,,3448 kj(824 kcal),,,"15,2",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
348,Pâtes de Semoule de blé dur - Gragnano Napoli Italy - 500g,8033406265409,['France'],[],[],?,?,?,?,?,,500g,['Gragnano Napoli Italy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Cuoricini 6 sapori - Carazita - 250g,8051070048005,['France'],[],[],?,?,?,?,?,,250 g,['Carazita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,les jardins gascon. côtés de gascogne - 75cl,3760077980113,['France'],[],[],?,?,?,?,?,C,75cl,['côtes de gascogne'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Gascogne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['75cl'],,['France'],,,,,,,,,,
351,Pâtes Emiliane Stelline - Barilla - 75g,8076809573078,['France'],[],[],?,367,4,67,14,,75 g,['Barilla'],,,,,,,,,,,,,,1536 kj(367 kcal),,,"1,2",,,3,,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,
352,Maxi barretta - Gran Cereale - 35g,80913320,['France'],"['fiocchi di avena 21,7%', 'frumento integrale 1 7,8%', 'fibra solubile oligofruttosio', 'sciroppo d glucosio', 'cereali croccanti 7 1% farina dr riso', 'farina di frumento sciroppo di glucosio', 'malto di rumento', 'glutine di frumento', 'sale', 'emulsionante: ecit na di sola', 'arom meled sidratate7% mandorle', 'sciroppo di zucchero invertito', 'olio di semi di girasole', 'zucchero', 'nocciole', 'uva sultanina ', 'uvetta', 'olio di girasolel', 'umettante: glicerolo', 'emulsionante: lecitina di acidità: acido citrico', ' Può contenere tracce di: arachidi', 'latte', 'sesamo', 'uova e altra frutta a guscio', ' Gli ingredienti evidenziati possono provocare reazioni in persone allergiche o intolleranti', ' Da consumarsi preferibilmente entro: vedi lato']",[],?,411,"13,5","56,8",9,,35 g,['Gran Cereale'],,['Fruits à coque'],4,,,,,,,,,,,1720 kj(411 kcal),,,"1,8",,,"17,5",,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E330 - Acide citrique']",,,,
353,Tzatziki aux concombres frais - Florette,82228149,['France'],[],[],?,76,"4,1","3,7",6,,,['Florette'],"['Epicerie', 'Sauces', 'Tzatzíki']",,,4.1 g,en quantité modérée,0.4 g,en faible quantité,3.5 g,en faible quantité,0.39 g,en quantité modérée,,-46%,318 kj(76 kcal),-45%,-63%,"0,4",-86%,-2%,"3,5",+28%,+21%,"0,39",-55%,"0,156",-55%,-2,-142%,A,-142%,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,
354,Crème à tartiner - Nocilla,8410014345387,['France'],[],[],?,544,32,58,5,,,['Nocilla'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,32 g,en quantité élevée,11 g,en quantité élevée,56 g,en quantité élevée,0.14 g,en faible quantité,,+4%,2276 kj(544 kcal),+4%,-1%,11,+36%,+15%,56,+28%,-20%,"0,14",-23%,"0,056",-23%,26,+27%,E,+27%,,,,,,,,,,,,,,,,,,,,
355,Old El Paso Extra Mild Fajita Kit 476G,8410076471475,['France'],[],[],?,256,"6,1","42,1",7,,,['Old El Paso'],,,,,,,,,,,,,,1071 kj(256 kcal),,,"1,9",,,"5,4",,,"1,57",,"0,628",,,,,,,,,,,,,['card-box'],,,,,,,,,,,,
356,4X100G SF En Sauce Pedigree,8410136002359,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,8006971450013,8006971450013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Gelee Royale Fraiche,3760161790048,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:CN-BIO-141', 'en:CN-BIO-154', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,
359,Calamares En Salsa Americana Vigilante 112GR,8410234621063,['France'],[],[],?,220,16,4,15,,,,,,,,,,,,,,,,,920 kj(220 kcal),,,"1,6",,,"0,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
360,Pan rallado con ajo y perejil,8410294201052,['France'],[],[],?,366,12,77,"9,6",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Chapelure']",,,12 g,en quantité modérée,0.2 g,en faible quantité,3 g,en faible quantité,0.51 g,en quantité modérée,,-1%,1531 kj(366 kcal),-1%,+236%,"0,2",-73%,+8%,3,-33%,-14%,"0,51",-62%,"0,204",-62%,1,-84%,B,-84%,,,,,,,,,,,,,,,,,,,,
361,poudre cacaotée - Kakao - 1,8411340022447,['France'],[],[],?,?,?,?,?,,1,['Kakao'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['grand frais'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,
362,Turrón blando -,8412080005639,['France'],"['Amande grillée ', '50%', 'sucre', 'sirop de glucose', 'miel', ""blanc d'oeuf et èmulsifiant "", 'E-471', ' Peut contenir des traces de noix', 'arachides et sésame']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,540,32,50,14,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",,4,32 g,en quantité élevée,2.5 g,en quantité modérée,42 g,en quantité élevée,0 g,en faible quantité,,-1%,2259 kj(540 kcal),-1%,-10%,"2,5",-14%,+28%,42,+24%,-8%,0,-100%,0,-100%,16,+17%,D,+17%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
363,Épices couscous - 100g,8412279393158,['France'],[],[],?,367,"9,9","57,5",12,,100 g,,,,,,,,,,,,,,,1536 kj(367 kcal),,,1,,,"8,5",,,"5,67",,"2,268",,,,,,,,,,,,,,,,,,,,,,,,,
364,Mejillones escabeche - noly - 125ml,8413548030040,['France'],"['Moules ', 'Mytilus Galoprovincialis', ' huile végétale', 'vinaigre', 'sel et épice CONSERVATION Conserver dans un endroit frais et se']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,210,"13,5","6,7","15,5",,125ml,['Noly'],,['Mollusques'],,,,,,,,,,,,879 kj(210 kcal),,,"1,5",,,"0,1",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,
365,8421293511004,8421293511004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Fuet - Bonpreu,8422410800469,"['France', 'Espagne']",[],[],?,438,34,4,29,,,['Bonpreu'],"['Viandes', 'Charcuteries']",,,34 g,en quantité élevée,12 g,en quantité élevée,3.5 g,en faible quantité,4 g,en quantité élevée,,+68%,1833 kj(438 kcal),+70%,+76%,12,+65%,+172%,"3,5",+340%,+55%,4,+68%,"1,6",+68%,25,+56%,E,+56%,,,,,,,,,,,,,,,,,,,,
367,julienne salée séchée - bacalaos - 500g,8424519958850,"['France', 'Guadeloupe']",[],[],364,?,"0,6",?,19,E,500g,['Bacalaos'],"['Produits de la mer', 'Poissons', 'Morues']",,,0.6 g,en faible quantité,,,,,2 g,en quantité élevée,-56%,,364 kj(87 kcal),-62%,-97%,,,,,,+56%,2,+135%,"0,8",+135%,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['Barquette'],['Carrefour'],,,,,,,,,,,
368,Candy necklace collar -,8424621001086,"['France', 'Espagne']",[],[],?,?,?,?,?,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
