,name,bar_code,brand,categories,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,generic_name,eco_score,packaging,labels,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,link,producer_info,palm_ingredients,brand_owner,origin_detail
222,Burger vegetal -,8436033362129,,"['Sandwichs', 'Hamburgers végétariens']",,"['France', 'Espagne']",[],,,[],,5.3 g,en quantité modérée,1 g,en faible quantité,1.9 g,en faible quantité,1.2 g,en quantité modérée,?,,195,-8%,816 kj(195 kcal),-8%,"5,3",-43%,1,-40%,16,+6%,"1,9",-28%,18,+46%,"1,2",+3%,"0,48",+3%,2,+2%,B,+2%,,,,,,,,,,,,,,,,,,,,
223,Cuor di focaccia al rosmarino - Gecchele,8015854164114,['Gecchele'],,,['France'],"['Ingrédients du gâteaux : 95%: farine de blé de type ""00""', 'eau', 'semoule de blé dur', 'farine de blé type ""0""', 'huile de tournesol', 'sel', 'farine de blé malté', 'levure', 'conservateur: sorbate de potassium', 'de romarin ', '0,03%', "" Ingrédients de la manivelle 5%: huile d'olive vierge extra 80%"", 'sel', 'romarin 5%', ' Peut contenir des traces de soja']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],,,,,,,,,,?,,317,,1326 kj(317 kcal),,"8,5",,"1,4",,"51,7",,"2,2",,"7,6",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,
224,All bran chocolate,5053827147439,,,,['France'],[],,,[],,,,,,,,,,?,,418,,1749 kj(418 kcal),,16,,5,,52,,23,,7,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
225,Rice sticks,8850931041946,,,,['France'],[],,,[],,,,,,,,,,?,,363,,1519 kj(363 kcal),,0,,0,,"85,5",,0,,"7,3",,"1,82",,"0,728",,,,,,,,,,,,,,,,,,,,,,,,,
226,Super spo,5202234630557,,,,['France'],[],,,[],,,,,,,,,,?,,90,,377 kj(90 kcal),,0,,0,,14,,14,,"8,4",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,
227,Gros flocons d'avoine - Naturéo - 500g,3701091705122,['Naturéo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,['France'],[],,,[],,7.1 g,en quantité modérée,1.3 g,en faible quantité,1 g,en faible quantité,0.01 g,en faible quantité,?,,377,+2%,1577 kj(377 kcal),+2%,"7,1",+0%,"1,3",+4%,62,+4%,1,-39%,11,-11%,"0,01",-67%,"0,004",-67%,0,,B,,500 g,,,B,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,
228,Jogurt-feige,7613356822665,,,,['France'],[],,,[],,,,,,,,,,?,,227,,950 kj(227 kcal),,11,,7,,28,,26,,11,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
229,Tarta de queso con manzana - 500g,20139872,,,,"['France', 'Italie']",[],,,[],,,,,,,,,,?,,192,,803 kj(192 kcal),,33,,"1,6",,"34,1",,"20,9",,6,,"0,5",,"0,2",,,,,,500 g,,,,,,,,,,,,,,,,,,,
230,Chocolat au lait noisette entiere - Terra Etica,3483981900403,['Terra Etica'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",,['France'],[],,,[],,45.7 g,en quantité élevée,18.5 g,en quantité élevée,31.3 g,en quantité élevée,0.2 g,en faible quantité,?,,600,+5%,2510 kj(600 kcal),+6%,"45,7",+20%,"18,5",+6%,"34,6",-26%,"31,3",-29%,"11,4",+36%,"0,2",+6%,"0,08",+6%,24,-2%,E,-2%,,,,E,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,
231,"Huître fine, Crassostrea gigas - U - n°3, élevée en Normandie, 24pièces, 2kg",3256220504966,['U'],['Coquillages'],['Magasins U'],['France'],"['Huîtres creuses ', 'Crassostrea gigas', ' calibre 3 elevees et affinees en Normandie']",,['Mollusques'],"['Non végétalien', 'Non végétarien']",,1.5 g,en faible quantité,0.337 g,en faible quantité,0 g,en faible quantité,1.45 g,en quantité modérée,177,,42.1,,177 kj(42 kcal),,"1,5",,"0,337",,"0,795",,0,,"6,36",,"1,45",,"0,58",,3,,C,,"n°3, élevée en Normandie, 24 pièces, 2 kg",,,,['Frais'],['Conditionné en France'],,,,,,,,,,,,,,
232,Mixed Berries Porridge - Marks & Spencer - 350g,00360487,['Marks & Spencer'],,,['France'],"['Chou-fleur ', '33%', ' · Champignons de Paris blancs ', '22%', ' · Eau · Oignons · Champignons de Paris bruns ', '5%', ' · Concentré de noix de coco ', '5%', ' ', 'Extrait de noix de coco · Eau', ' · Lentilles vertes tachetées ', '2%', ' · Tofu ', 'Soja', ' ', '2%', "" · Huile de colza · Vin blanc · Épinards · Purée d'ail · Jus de citron · Fécule de maïs · Pâte miso rouge "", 'Eau · Fèves de soja · Riz · Sel · Levure', ' · Sel · Paprika moulu · Cèpes déshydratés · Graines de moutarde noire · Thym · Poivre noir concassé · Vinaigre · Noix de muscade moulue']",,['Soja'],"['Végétalien', 'Végétarien']",,,,,,,,,,297,,94,,297 kj(94 kcal),,"1,4",,"0,3",,"15,9",,6,,37,,30,,12,,,,,,350 g,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,
233,Comte,2460590025711,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],,,[],,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.82 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,23,+6%,"0,5",+8%,"0,5",+80%,27,+7%,"0,82",-16%,"0,328",-16%,13,-3%,D,-3%,,,,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
234,Yaourt Vanille - La Ferme Normande,3384075000194,['La Ferme Normande'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache', 'Yaourts vanille']",,['France'],"['Lait entier du jour pasteurisé de Normandie', 'Sucre', 'Protéines de lait', 'Extrait naturel de vanille bourbon de Madagascar: 0,4%', 'Ferments', ' Allergenes :lait']",,['Lait'],['Non végétalien'],4,2.9 g,en faible quantité,1.7 g,en quantité modérée,13.3 g,en quantité élevée,0.11 g,en faible quantité,?,,94,-3%,393 kj(94 kcal),-3%,"2,9",-17%,"1,7",-24%,"13,8",+16%,"13,3",+20%,"3,1",-19%,"0,11",+2%,"0,044",+2%,3,+12%,C,+12%,,,,,,['en:lait-francais-french-milk'],,,,,,,,,,,,,,
235,Zero milk chocolate with crushed almonds,5600854627016,,,,['France'],[],,,[],,,,,,,,,,?,,493,,2063 kj(493 kcal),,34,,18,,48,,"9,2",,"9,6",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,
236,La Torre de Porcuna,8424466000213,['la torre de porcuna'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,"['France', 'Espagne']",[],,,[],,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,,,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
237,Olives vertes Lucques - 200g,3466403700232,,,,['France'],[],,,[],,,,,,,,,,?,,130,,544 kj(130 kcal),,"13,8",,"2,6",,"0,4",,0,,"1,1",,"3,9",,"1,56",,,,,,200 g,,,,,,,,,,,,,,,,,,,
238,Terrine forestière - Stephan,3261830102037,['Stephan'],,,['France'],[],,,[],,,,,,,,,,?,,237,,992 kj(237 kcal),,18,,"7,4",,"5,5",,"1,8",,12,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
239,Eau de rose,3760063326475,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
240,Orange nectar - Produits Blancs,3560071181123,"['Produits Blancs', 'Carrefour']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]",['Carrefour'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,5.5 g,en quantité modérée,0 g,en faible quantité,?,,23,-41%,96 kj(23 kcal),-41%,0,-100%,0,-100%,"5,5",-39%,"5,5",-35%,0,-100%,0,-100%,0,-100%,8,-21%,D,-21%,,"['EMB 59481', 'Quesnoy (Nord, France)']",,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
241,Vinaigrette olive balsamique,3760224582306,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,['France'],[],,,[],,41 g,en quantité élevée,4.7 g,en quantité modérée,9.1 g,en quantité modérée,0.9 g,en quantité modérée,?,,462,+28%,1933 kj(462 kcal),+29%,41,+11%,"4,7",+25%,"22,5",+374%,"9,1",+177%,"0,4",-32%,"0,9",-53%,"0,36",-53%,14,-6%,D,-6%,,,,D,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
242,Cannelloni,26009070,,,,['France'],[],,,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,5",,"0,3",,"72,6",,"3,5",,"11,5",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,
243,Barra De Chocolate Godiva Com Sal Marinho,0031290731824,['Godiva'],,,['France'],[],,,[],,,,,,,,,,?,,515,,2155 kj(515 kcal),,31,,18,,50,,47,,1,,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,
244,Turrón de Jijona -,8412080021202,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",,['France'],"['Amandes grillées ', '64%', 'sucre', 'sirop de glucose', 'miel ', '10%', "" et blanc d'oeuf"", ' Peut contenir des tràces de noix', 'arachides et de sésame']",,['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,36 g,en quantité élevée,2 g,en quantité modérée,36 g,en quantité élevée,0.03 g,en faible quantité,?,,560,+3%,2343 kj(560 kcal),+3%,36,+1%,2,-31%,43,+10%,36,+6%,17,+11%,"0,03",-13%,"0,012",-13%,12,-12%,D,-12%,,,,E,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,
245,James launay,3562147035330,,,,['France'],[],,,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,"0,1",,"0,1",,12,,12,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
246,Vinaigre à la pulpe de tomates,3435567000212,,,,['France'],[],,,[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"0,2",,"0,03",,"14,81",,"14,55",,"0,48",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
247,Petit Alba,3770009610056,,,,['France'],[],,,[],,,,,,,,,,?,,386,,1615 kj(386 kcal),,"30,5",,"5,9",,"14,2",,"0,2",,"13,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,
248,"Mini saucisse façon chorizo à griller - U - 8pièces, barquette,320g",3256225482740,['U'],"['Viandes', 'Charcuteries', 'Saucisses']",['Magasins U'],['France'],"['Viande de porc origine France 42% ', 'viande bovine origine France 39%', 'eau', 'gras de boeuf origine France', 'conservateur: lactate de potassium', 'acétates de sodium ', ' boyau de porc', 'sel', 'paprika', 'paprika fumé', 'dextrose', 'sucre', 'piment fort 0', '05% ', 'antioxydant: ascorbate de sodium']","['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E301 - Ascorbate de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,21 g,en quantité élevée,7.8 g,en quantité élevée,2.1 g,en faible quantité,1.7 g,en quantité élevée,1116,+4%,269,+5%,1116 kj(269 kcal),+4%,21,+1%,"7,8",-2%,"2,5",+75%,"2,1",+179%,17,+13%,"1,7",-13%,"0,68",-13%,17,-3%,D,-3%,"8 pièces, barquette,320 g",,,,['Frais'],"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'Viande-bovine-francaise']",,,,,,,,,['France'],,,,,
249,Detox Juice,3700999470026,,,,['France'],[],,,[],,,,,,,,,,?,,51,,213 kj(51 kcal),,"0,1",,"0,1",,"11,8",,"11,4",,"0,42",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
250,Suppengrün 75g - Edeka,4311501335253,['Edeka'],,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,"['stück', 'stück', 'stück']","['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,
251,Sauce napoletana végétarien,5400101038882,,,,['France'],[],,,[],,,,,,,,,,?,,57,,238 kj(57 kcal),,"1,8",,"0,3",,"7,1",,"5,6",,2,,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,,,
252,Peche au sirop,8426569005386,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de plantes en conserve', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']",,['France'],[],,,[],,0.05 g,en faible quantité,0 g,en faible quantité,13.8 g,en quantité élevée,0.01 g,en faible quantité,?,,58,-15%,243 kj(58 kcal),-12%,"0,05",-56%,0,-100%,14,-7%,"13,8",+1%,"0,4",-2%,"0,01",-54%,"0,004",-54%,-2,,A,,,,,B,,,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,,,,,,,
253,Chocolat noir 99 % - de Neuville,3662457210714,['de Neuville'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,['France'],"['Chocolat noir à 99% de cacao minimum', ' Pâte de cacao', 'sucre', 'beurre de cacao', 'vanille de bourbon', ' Contient du lait', ' Traces possibles de gluten', 'oeuf', 'soja', 'arachide', 'fruits à coques']",,['Lait'],[],3,54.2 g,en quantité élevée,34.1 g,en quantité élevée,1.04 g,en faible quantité,0.02 g,en faible quantité,?,,599,+8%,2506 kj(599 kcal),+8%,"54,2",+38%,"34,1",+48%,"6,1",-84%,"1,04",-97%,"11,4",+49%,"0,02",-57%,"0,008",-57%,17,-20%,D,-20%,,,,E,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,
254,Sons Ltd Tiptree Crystal Orange Fine Cut Marmalade,0043647400024,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,67 g,en quantité élevée,0.04 g,en faible quantité,?,,269,+12%,1125 kj(269 kcal),+11%,0,-100%,0,-100%,67,+13%,67,+18%,0,-100%,"0,04",+63%,"0,016",+63%,13,+7%,D,+7%,,,,B,,,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,,
255,Chocolats - Hamlet,5400265034386,['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,['France'],[],,,[],,36 g,en quantité élevée,18 g,en quantité élevée,44 g,en quantité élevée,0.12 g,en faible quantité,?,,526,+25%,2201 kj(526 kcal),+25%,36,+145%,18,+179%,45,-32%,44,-11%,"5,5",+31%,"0,12",-18%,"0,048",-18%,25,+37%,E,+37%,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,
256,Chocolat Je mérite - 3x 15g,3663787451747,,,,['France'],[],,,[],,,,,,,,,,?,,530,,2218 kj(530 kcal),,"34,9",,"25,9",,"51,1",,"50,6",,5,,"0,4",,"0,16",,,,,,3 x 15 g,,,,,,,,,,,,,,,,,,,
257,Huile d'olive arôme truffe,,,,,['France'],[],,,[],,,,,,,,,,?,,898.20001220703,,3758 kj(898 kcal),,"99,8",,"13,8",,"0,1",,"0,1",,"0,1",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,
258,Filetes de anchoas en aceite de oliva,8436033876442,,,,['France'],[],,,[],,,,,,,,,,?,,173,,724 kj(173 kcal),,"8,8",,"1,1",,"0,7",,0,,27,,"5,77",,"2,308",,,,,,,,,,,,,,,,,,,,,,,,,
259,Petit pain,0256614025919,,,,['France'],[],,,[],,,,,,,,,,?,,422,,1766 kj(422 kcal),,22,,14,,45,,13,,"8,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
260,Madeleine Sans sucre - Mandul,8423915010063,['Mandul'],"['Petit-déjeuners', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,"['France', 'Espagne']",[],,,[],,26.5 g,en quantité élevée,3 g,en quantité modérée,0 g,en faible quantité,0.6 g,en quantité modérée,?,,468,+6%,1958 kj(468 kcal),+6%,"26,5",+16%,3,-57%,52,-2%,0,-100%,"5,1",-10%,"0,6",-26%,"0,24",-26%,6,-67%,C,-67%,,,,B,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,
261,2 pavés attendris -,0211026033396,,,,['France'],"['Ingredients viande bovine attendrie ', 'origine France', ' 89%', 'eau', 'stabilisants E339-E407', 'antioxydants : E331-E301', 'dextrose de blé', 'sel protéine de pois 0,08%', 'arôme']","['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E301 - Ascorbate de sodium']",,[],4,,,,,,,,,?,,119,,498 kj(119 kcal),,"4,3",,2,,"0,5",,"0,5",,20,,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,,,
262,Tarte citron meringuée,20058357,,,,['France'],[],,,[],,,,,,,,,,?,,374,,1565 kj(374 kcal),,15,,9,,55,,38,,"5,1",,"0,02",,"0,008",,,,,,,,,,['frais'],"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,,,,,,
263,Salame milano,3573230008810,,,,['France'],[],,,[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,28,,10,,1,,1,,26,,"3,7",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,
264,Bahamas Pina Colada - Sodastream,8719128110615,['Sodastream'],,,['France'],[],,,[],,,,,,,,,,?,,12,,50 kj(12 kcal),,0,,0,,3,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
265,Acras de morue,3469164000030,,"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Préparations de poisson', 'Acras de morue']",,['France'],[],,,[],,6.1 g,en quantité modérée,2.9 g,en quantité modérée,2.5 g,en faible quantité,2.29 g,en quantité élevée,?,,192,-12%,803 kj(192 kcal),-12%,"6,1",-34%,"2,9",+121%,"25,6",+24%,"2,5",+1%,"8,3",-21%,"2,29",+27%,"0,916",+27%,14,+102%,D,+102%,,,,E,,,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,,,,,,
266,Pomme de terre bretonne,3492500058938,,,,['France'],[],,,[],,,,,,,,,,?,,171,,715 kj(171 kcal),,"12,4",,"7,8",,"12,7",,"1,5",,"1,5",,"0,69",,"0,276",,,,,,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,,,,,,,,,,
267,John Lewis Extendable Steel Curtain Tracks - sugarland - 3-pack,20650957,['Sugarland'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']",['Lidl'],"['Belgique', 'France']","['sirop de glucose-fructose', 'farine de blé', 'sucre', 'dextrose', 'huile de palme', 'acidifiant: acide citrique', ' arôme', 'concentré de pomme', 'concentre de courge', 'concentré de radis', 'concentré de tomate', 'antioxydants: acide ascorbique', 'extrait riche en tocophérols', "" agent d'enrobage: cire d'abeilles blanche et jaune""]","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E306 - Extrait riche en tocophérols', ""E901 - Cire d'abeille""]",['Gluten'],['Huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0.05 g,en faible quantité,?,,343,+104%,1435 kj(343 kcal),+104%,0,-100%,0,-100%,86,+35%,60,+1147%,0,-100%,"0,05",+90%,"0,02",+90%,,,,,3-pack,,,,"['morceau de carton + 3 petits sac de plastiques', 'sac plastique']",,,,,,,,,,,,,['Huile de palme'],,
268,3057060366703,3057060366703,,['Non alimentaire'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Gemüsemais - 340g,4337185484216,,,,"['France', 'Allemagne']","[""né ideje / Prosječne hranjive vrijednosti / e e wortosci odzywczej/Valori nutriționale wvove idoje /XpowrenHa CTORHOCT No/ No/W/ Per / Nol PWS' wIOP 100 g 30 RP no/PRT Berpetic hodnoto /Energija /Wartość eregetycane/Voloare energetică /Energio / Eepnwie croHOCT Ta/Mast/Thuszcz /Grösimi / Tuky /MaaHMHM zoho nasycené mastné kyseliny /od kojih zasićene ne ioseine/w tym kwosy thuszczowe nasycone/ dce actzi gragi saturați/ z toho nasýtené mastné anyl or kono нортени мостни киселини 373 1""]",,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,340 g,,,,['Dose'],,,,,,,,,,,,,,,
270,Lingots blancs au naturel,3446400000214,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Lingots blancs']",,['France'],[],,,[],,0.5 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,1 g,en quantité modérée,?,,94,-58%,393 kj(94 kcal),-58%,"0,5",-63%,0,-100%,12,-63%,"0,3",-81%,"7,3",-54%,1,+160%,"0,4",+160%,1,,B,,,,,,,,,,,,,,,,,,,,,
271,Paté campagne pur porc,3328581000293,,,,['France'],[],,,[],,,,,,,,,,?,,215,,900 kj(215 kcal),,"15,5",,6,,"1,2",,"0,3",,"17,9",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
272,Yaourt fermier,3760125340463,,,,['France'],[],,,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"2,4",,"1,5",,8,,"7,8",,"4,3",,0,,0,,,,,,,"['FR 62.364.033 CE', 'Fruges (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,
273,Algues,8809171520964,,,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,2,,0,,1,,0,,1,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,
274,Turka,8717973292012,,,,['France'],[],,,[],,,,,,,,,,?,,650,,2720 kj(650 kcal),,"6,8",,6,,11,,"4,3",,30,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
275,Fruit De Monin - Fruits Rouges - 1 Litre,3052910033101,['Monin'],,,['France'],[],,,[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,0,,0,,75,,"74,5",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
276,Ricciarelli di Siena - Coop,8001120832122,['Coop'],,,['France'],[],,,[],,,,,,,,,,?,,464,,1941 kj(464 kcal),,24,,"1,9",,49,,49,,11,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,
277,muesli  fruits jaunes bio - le bon grain - 400g,3760280180522,['le bon grain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['France'],"[""flocons d'avoine"", 'fruits sèches 22% ', ' abricot', 'citron', 'pomme ', 'sucre de canne ', '9,9%', 'origine  bresil ', ',beurre de coco', 'huile de tournesol', 'graines ', '4%', ',amande,tournesol', 'linge brun', 'courge', 'crème d avoine', 'miel de chataignier', 'fleur de sel de guerande']",,['Fruits à coque'],['Non végétalien'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,400 g,,,B,['Sachet'],['Bio'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['France'],,,,,
278,Galette d'avoine - disgestice -,8435382810619,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,"['France', 'Espagne']",[],,,[],,22 g,en quantité élevée,10 g,en quantité élevée,22 g,en quantité élevée,1 g,en quantité modérée,?,,483,+8%,2021 kj(483 kcal),+8%,22,+35%,10,+63%,61,-9%,22,-31%,7,-5%,1,+112%,"0,4",+112%,23,+36%,E,+36%,,,,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
279,"Chocoreale Naturally Sweetened Schoko,270 GR Glas - De rit - 270g",8711812834494,['De rit'],,['Ekoplaza'],"['France', 'Pays-Bas']",[],,,[],,,,,,,,,,?,,625,,2615 kj(625 kcal),,"50,8",,12,,37,,"34,9",,"4,4",,"0,01",,"0,004",,,,,,270 g,,,,,['Bio'],,,,,,,,,,,,,,
280,Virgole - Gecchele,8015854170436,['Gecchele'],,,['France'],[],,,[],,,,,,,,,,?,,502,,2100 kj(502 kcal),,26,,"3,3",,59,,"1,2",,"6,8",,"2,1",,"0,84",,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,
281,Pâtes - Biori,8032804431379,['Biori'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de lentille']",,['France'],[],,,[],,1.7 g,en faible quantité,0.4 g,en faible quantité,1.2 g,en faible quantité,0.01 g,en faible quantité,?,,334,-1%,1397 kj(334 kcal),-2%,"1,7",-1%,"0,4",+8%,50,-5%,"1,2",-25%,26,+9%,"0,01",-18%,"0,004",-18%,-1,,A,,,,,,,['Sans gluten'],,,,,,,,,,,,,,
