,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,additives,generic_name,link,palm_ingredients,origin_detail
0,Escalope de dinde,0217638032932,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Papaye lamelle deshydratee,2600432014699,['France'],[],[],?,342,0,85,0,1431 kj(342 kcal),0,76,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pomelo Corsica comptoir de Corse,3760139220218,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SAU ZERO Choco,7427029591679,['France'],[],[],?,20,"0,2","2,6","0,5",84 kj(20 kcal),0,1,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Petits filous fruits misés,3329770078918,['France'],[],[],?,86,"2,4",10,"5,3",360 kj(86 kcal),"1,6","9,4","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Le nostre selezioni dal mondo noci sgusciate mezzi frutti,8028618003963,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Saumon asc,3250393048661,['France'],[],[],?,?,?,?,?,,,,,,['ASC-C-01912'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mini tuiles au cassis,3760183296085,['France'],[],[],?,338,14,46,37,1414 kj(338 kcal),"5,3",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pain au chocolat beurre aop,2020003162534,['France'],[],[],?,386,22,42,"6,7",1615 kj(386 kcal),15,12,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Le bio nature,3368850006984,['France'],[],[],?,68,"3,6","5,4","3,3",285 kj(68 kcal),"2,4","5,4","0,13","0,052",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Pâte à sucre chocolat,3700105232890,['France'],[],[],?,391,"6,3","82,6","0,7",1636 kj(391 kcal),"3,9",81,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pâte à sucre gout vanille,3700105230698,['France'],[],[],?,386,"4,3","87,6",0,1615 kj(386 kcal),"2,7","85,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,escalope de poulet - Le Gaulois - 2,2276755018692,['France'],['poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,"1,3",?,23,,,,"0,18","0,072","['FR 72.264.002', 'Sablé-sur-Sarthe (Sarthe, France)']","['Sans OGM', 'Nutriscore', 'Nutriscore A']",B,2,['Film en plastique'],['Le Gaulois'],"['Viandes', 'Viandes fraîches', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",['France'],['France'],['Leclerc'],1,1.3 g,en faible quantité,0.18 g,en faible quantité,,,-52%,,+6%,-59%,-59%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,
13,Filets de poulet,0213311048412,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Petits filous tub’s - Yoplait,3329770078888,['France'],[],[],?,91,"2,7",12,"3,7",381 kj(91 kcal),"1,8","10,8","0,15","0,06",,,,,,['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sucre de fleur de coco bio,4260335832349,['France'],[],[],?,380,"0,5",93,"1,2",1590 kj(380 kcal),"0,1",88,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,dental sticks medium,8717249818144,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Mélange 4 huiles,3439495022278,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nocciolata,8001505003550,['France'],[],[],?,544,32,54,"8,1",2276 kj(544 kcal),"5,7",51,"0,12","0,048",,,D,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,32 g,en quantité élevée,0.12 g,en faible quantité,,-1%,-6%,+5%,+19%,+17%,+17%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,5.7 g,en quantité élevée,51 g,en quantité élevée,-1%,-26%,+7%,21,+1%,E,+1%,,,,,,
19,"Flor De Sal In Der Dose 125G Belamandil,Portugal",5605799020076,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Veritable andouille de Guemene,2289944005885,['France'],[],[],?,253,21,"0,5",16,1059 kj(253 kcal),11,"0,5","1,05","0,42",,,E,,,,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,,,,21 g,en quantité élevée,1.05 g,en quantité modérée,,+1%,+4%,+33%,-2%,-56%,-56%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,11 g,en quantité élevée,0.5 g,en faible quantité,+2%,+9%,+78%,17,-21%,D,-21%,,,,,,
21,Penne completes,3329489903549,['France'],[],[],?,350,"2,2",67,12,1464 kj(350 kcal),"0,4","3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Rosette Label Rouge,2631155032806,['France'],[],[],?,?,?,?,?,,,,,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Gros sel séché,3445850072079,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Salade & compagnie - venezia,3248634000554,['France'],[],[],?,222,12,20,"7,8",929 kj(222 kcal),"3,5",3,"0,62","0,248",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Chipolata,0177812500063,['France'],[],[],?,246,"20,6","20,5","15,8",1029 kj(246 kcal),"7,8","0,5","2,8","1,12",,,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,20.6 g,en quantité élevée,2.8 g,en quantité élevée,,+3%,+9%,+1652%,+3%,+56%,+56%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,7.8 g,en quantité élevée,0.5 g,en faible quantité,+3%,+8%,-21%,20,+20%,E,+20%,,,,,,
26,Cote de boeuf,2480547057862,['France'],[],[],?,?,?,?,?,,,,,,,,E,,,,"['Viandes', 'Bœuf', 'Côtes de boeuf']",,,,,,,,,,,,,,,,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,,,,,,,,,,,,,,,,,
27,Baskalia Bio,3578840004252,['France'],[],[],?,87,"3,5","10,5","3,4",364 kj(87 kcal),"2,3","10,5",0,0,"['FR 64.213.101 CE', 'Espelette (Pyrénées-Atlantiques, France)']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Pâte à l'andouille,2496565022898,['France'],[],[],?,269,"22,1","2,5","15,2",1125 kj(269 kcal),"8,4","0,9","2,06","0,824","['FR 29.125.020 CE', 'Leuhan (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Chistorra,2474757018560,['France'],[],[],?,407,37,"2,7",15,1703 kj(407 kcal),13,"2,1","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Naturellement joyeux,3700195701139,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,cookie,60746528,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6 cornets citron framboise,3292590082628,['France'],[],[],?,187,"4,4",35,"1,5",782 kj(187 kcal),"3,3",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Crevettes Marinées - Delpierre,3336374404678,['France'],[],[],?,77,"1,5","1,3",14,322 kj(77 kcal),"0,3","0,6","1,3","0,52",,,,,,['Delpierre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Coupe Fraise Melba,0209736019359,['France'],[],[],?,145,"7,9",15,"2,5",607 kj(145 kcal),"4,2",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,62740241,62740241,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Coco,7702511002353,['France'],[],[],?,220,"0,5",50,5,920 kj(220 kcal),0,0,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Tramezzini,8000787007010,['France'],[],[],?,348,21,29,10,1456 kj(348 kcal),"5,4","2,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Crousty mix,2600239016995,['France'],[],[],?,505,26,61,"6,2",2113 kj(505 kcal),15,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Filetti di merluzzo croccante,4008366012756,['France'],[],[],?,176,"7,2","14,7","12,7",736 kj(176 kcal),"0,8",2,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Salade Niçoise,3700009275047,['France'],[],[],?,142,"5,5",15,"7,2",594 kj(142 kcal),"0,8",2,"0,87","0,348",,,,,,,"['Plats préparés', 'Salades', 'Salades composées', 'Salades nicoises']",,,,,5.5 g,en quantité modérée,0.87 g,en quantité modérée,,+63%,+27%,+165%,+10%,-16%,-16%,,,,,,,,0.8 g,en faible quantité,2 g,en faible quantité,+59%,+58%,+49%,0,,B,,,,,,,
41,Banane République Dominicaine BIO,2228462007414,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Fourme de montbrison,0210009029913,['France'],[],[],?,?,?,?,?,,,,,,"['FR 48.095.008 CE', 'Mende (Lozère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Pizza du chef,0206970051824,['France'],[],[],?,201,"9,5",16,13,841 kj(201 kcal),"4,7","1,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Marrakesh,8436003755388,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Mirin,7640147861251,['France'],[],[],?,353,0,83,0,1477 kj(353 kcal),0,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Grains & céréales,3364699062471,['France'],[],[],?,349,"2,7","71,1","13,6",1460 kj(349 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4 gauffres,0202829019618,['France'],[],[],?,382,27,25,"8,2",1598 kj(382 kcal),"2,2","2,6","0,86","0,344","['EMB 29200', 'Ploujean (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,brassé coco mangue ananas,3288131510910,['France'],[],[],?,88,"3,8",12,1,368 kj(88 kcal),"3,4","6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Camembert de caractere,7056059301134,['France'],[],[],?,273,21,1,20,1142 kj(273 kcal),15,"0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pate Croute Canard Traiteur,3391380361117,['France'],[],[],?,271,19,"8,7",17,1134 kj(271 kcal),"8,4","1,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Formule boost,7629999318434,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Prosciutto cotto Alta qualita,8023085090447,['France'],[],[],?,116,"3,2","0,8",21,485 kj(116 kcal),"1,8","0,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Pattes d’ours,,['France'],[],[],?,326,16,40,"5,9",1364 kj(326 kcal),"7,7",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Breakfast Scramble,0042272012299,['France'],[],[],?,135,"7,5","7,5","8,6",565 kj(135 kcal),"1,2","1,6","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Pastille miel sève de pin,3760214872264,['France'],[],[],?,402,"0,05","98,9","0,06",1682 kj(402 kcal),0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Paprika de Hongrie,3760281454356,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,sauce américaine,3200741900073,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Saumon équilibré,3033610062639,['France'],[],[],?,123,"2,6","0,8",24,515 kj(123 kcal),"0,6","0,8","2,9","1,16",,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Bacon - Bonval,3760099539399,['France'],[],[],?,473,"1,7","1,3",23,1979 kj(473 kcal),"0,6","1,1",,,,,,,,['Bonval'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Liquid egg whites,8718774040932,['France'],[],[],?,44,0,"0,4",11,184 kj(44 kcal),0,"0,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Noix de Cajou,1000000000086,['France'],[],[],?,637,52,23,17,2665 kj(637 kcal),16,"8,2",16,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Filets de harengs Mathes à l'huile,3270842566126,['France'],[],[],?,171,13,"0,4",12,715 kj(171 kcal),"2,6","0,4","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Light & free SKYR et granola,3033491727382,['France'],[],[],?,105,"1,1","14,2","8,7",439 kj(105 kcal),"0,2","7,8","0,18","0,072","['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Tortelloni ricotta e spinaci,8006515011410,['France'],[],[],?,180,"3,7",30,6,753 kj(180 kcal),"1,7",30,"0,48","0,192",,,B,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini ricotta & épinards', 'Tortelloni ricotta et épinards', 'it:Tortelloni ricotta e spinaci']",,,,,3.7 g,en quantité modérée,0.48 g,en quantité modérée,,-29%,-47%,-19%,-34%,-53%,-53%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,1.7 g,en quantité modérée,30 g,en quantité élevée,-29%,-42%,+767%,11,+111%,D,+111%,,,,,,
65,Jus de fruit,0205693008467,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Cannabis beer,8718104917446,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Le wok de crevettes a la thailandaise,3571495140542,['France'],[],[],?,112,"4,8",13,"1,7",469 kj(112 kcal),"1,6","1,2","5,2","2,08",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Sencha - Aromandise,4502161100071,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['Aromandise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Poiatti Farfalle 500GR 83,8007066005835,['France'],[],[],?,355,"1,4",73,11,1485 kj(355 kcal),"0,3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Farine seigle type 110,3347430002561,['France'],[],[],?,335,"1,6","63,6","10,9",1402 kj(335 kcal),"0,2","1,1",,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle']",,,,,1.6 g,en faible quantité,,,,+2%,+8%,-0%,+22%,,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,0.2 g,en faible quantité,1.1 g,en faible quantité,+2%,-9%,-46%,,,,,,,,,,
71,Fondue chocolat lait caramel salé,3286110003453,['France'],[],[],?,60,4,4,1,251 kj(60 kcal),"2,4",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Jambon fumé à l'ancienne,2677602034184,['France'],[],[],?,?,?,?,?,,,,0,0,"['EMB 49239A', 'Pin-en-Mauges (Maine-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Salade Mechouia,3770020233005,['France'],[],[],?,63.35120010376,"4,681","3,761","1,75",265 kj(63 kcal),"0,619","3,428","1,231","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Porc caramel,3760190934352,['France'],[],[],?,152,"2,5","24,7","7,3",636 kj(152 kcal),"0,7","4,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Le wok de crevettes a la thailandaise,3571495140559,['France'],[],[],?,112,"4,8",13,"5,2",469 kj(112 kcal),"1,6","1,2","0,91","0,364",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Salade de fruit,0209679015418,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Les delices d antolin,3665018045565,['France'],[],[],?,197,"9,11","26,69","1,9",824 kj(197 kcal),"6,05","25,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Baguette complète U,,['France'],[],[],?,246,1,45,11,1029 kj(246 kcal),"0,2","1,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Huile d'olive bio vierge extra,5200121842830,['France'],[],[],?,824,"91,6",0,0,3448 kj(824 kcal),"13,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Abricot sec silvarem,100102,['France'],[],[],?,271,"0,8",53,"3,1",1134 kj(271 kcal),"0,1","40,5",,,"['EMB 89348D', 'Saint-Julien-du-Sault (Yonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Chicche tricolores,3770016200004,['France'],[],[],?,168,"0,3",38,"2,1",703 kj(168 kcal),"0,2",4,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Freedent mints fruits des bois,50173266,['France'],[],[],?,243,"0,9","95,2",0,1017 kj(243 kcal),"0,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Mayonnaise légère ( tube),3660603082062,['France'],[],[],?,373,"37,3","8,5","0,6",1561 kj(373 kcal),"2,9","4,9","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Hatasoda grape flavor,4902494200149,['France'],[],[],?,42,0,"10,7",0,176 kj(42 kcal),0,"10,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,New English tea,5013111002882,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Píparras Extra Ecológicas,8437000733089,['France'],[],[],?,18.5,"0,3","4,4","1,5",77 kj(18 kcal),"0,1",0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Foie - Lapin de France,1107510016701,['France'],[],[],?,?,?,?,?,,,,,,"['FR 56.010.002 CE', 'Baud (Morbihan, France)']",,,,,['Lapin de France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Filets de poulet rotis,2917436013888,['France'],[],[],?,151,"5,8",24,24,632 kj(151 kcal),"1,4",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,La salade du chef,3760269713222,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Filet de hadfock fume a l’ancienne,3292590841584,['France'],[],[],?,73,0,0,18,305 kj(73 kcal),0,0,"3,28","1,312",['MSC-C-51479'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Glace végétale vanille - Picard,3270160849031,['France'],[],[],?,239,11,29,"1,7",1000 kj(239 kcal),"8,7",19,"0,18","0,072",,,,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Aiguilettes végétales, riz demi-complet & sauce basquaise",3701456305059,['France'],[],[],?,123,3,18,5,515 kj(123 kcal),0,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Solaire,3700309111090,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Organic Sugar,8846000190318,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Collagène,3760270120774,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3368822010773,3368822010773,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,crousty mix,2600239016605,['France'],[],[],?,505,26,61,"6,2",2113 kj(505 kcal),15,47,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Seitan burge,8019314000172,['France'],[],[],?,186,"7,6","7,7",20,778 kj(186 kcal),"1,7",0,"1,27","0,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Mix papaye ananas cube,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Confiture intense,3608580058885,['France'],[],[],?,166,"0,1",40,"0,5",695 kj(166 kcal),0,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Trio de houmous - Picard,3270160899814,['France'],[],[],?,264,20,11,"6,5",1105 kj(264 kcal),"2,1","2,1","0,85","0,34",,,,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Churros de pommes de terre,3456700091096,['France'],[],[],?,285,15,30,"6,2",1192 kj(285 kcal),"4,3","4,4","0,98","0,392","['FR 47.091.005 CE', 'Estillac (Lot-et-Garonne, France)']",,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Bulles de fruits pamplemousse touche de citron,3068320125824,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Tomato Bolognese sauce - Panzani,3038359009723,['France'],[],[],?,77,?,?,?,322 kj(77 kcal),,,,,,,,,,['Panzani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Roulade porc au piment d'Espelette -,2663869025065,['France'],[],[],?,220,"16,9","0,4","16,5",920 kj(220 kcal),"6,6","0,4","1,2","0,48","['FR 47.032.001 CE', 'Bon-Encontre (Lot-et-Garonne, France)']","['Nutriscore', 'Nutriscore D']",,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Reglisse 250g,3250392919795,['France'],[],[],?,1393,"0,9",75,5,5828 kj(1393 kcal),"0,1",56,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Sauce Barbecue,3700952001595,['France'],[],[],?,0,"0,4",47,"1,5",0 kj(0 kcal),0,39,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
