,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,markets,manufacturing,generic_name,additives,link,origin_detail
517,Alpha Bites,0025675013353,,['France'],[],[],?,110,"4,5",16,2,460 kj(110 kcal),2,5,"0,138","0,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Confiture d’abricot au Thym,3770005785550,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Harricots rouges,3353661111293,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,"Santa cruzeiro serie, sour myrtille, mûre et menthe",3760084332042,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Diplomatico,7594003629298,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Sauce BEARNAISE,3077318170098,,['France'],[],[],?,661,72,1,"1,4",2766 kj(661 kcal),"8,1","0,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Champ’ de pomme,3760018870213,,['France'],[],[],?,34,"0,1","8,4","0,5",142 kj(34 kcal),"0,1","4,2",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Chips de bananes,2600128008278,,['France'],[],[],?,498,24,70,1,2084 kj(498 kcal),22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Pormoniers de Savoie,2309643003927,"['FR 74.104.001 CE', 'Doussard (Haute-Savoie, France)']",['France'],[],[],?,252,23,0,12,1054 kj(252 kcal),"9,7",0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Bonbons fruits de mer,3760269152175,,['France'],[],[],?,391,"0,2",97,"0,1",1636 kj(391 kcal),0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Hamburger Dill Chips,0001300000578,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Chips de légumes,0208606032672,,['France'],[],[],?,395,14,53,"7,5",1653 kj(395 kcal),"6,5",19,"0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Mon petit caramelau chocolat,3561770002146,,['France'],[],[],?,418,"12,5",72,"4,3",1749 kj(418 kcal),7,"47,4","1,08","0,432",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Domaine du Bel Amour - Produit de France,3660989123540,,['France'],[],[],?,?,?,?,?,,,,,,['Produit de France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Ultra Krill,3760152680402,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Caviar D’esturgon Blanc,3760281473333,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Mozzarella aperitivo basilic,8000430138924,,['France'],[],[],?,194,14,2,15,812 kj(194 kcal),8,"0,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Chateau dufilhot cotes de Bordeaux,3760028410652,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Sapere di sapori chinotto - Selex,8003100905321,,['France'],[],[],?,30,0,"7,5",0,126 kj(30 kcal),0,"7,3",0,0,['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Oeuf,3500063300002,"['FR 69.255.041 CE', 'Vaugneray (Rhône, France)']",['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Fourme de montbrison,0258093040933,,['France'],[],[],?,359,29,2,21,1502 kj(359 kcal),20,"0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Salame felino igp,3572171700036,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Mimolette,0258672026242,,['France'],[],[],?,373,27,"1,5",31,1561 kj(373 kcal),18,"1,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Kalbur antep fistiqi,8697436560172,,['France'],[],[],?,575,51,9,22,2406 kj(575 kcal),51,"5,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Medium Hot Sauce Jalapeno Peppers,0627843375944,,['France'],[],[],?,200,20,0,0,837 kj(200 kcal),0,0,"1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Nectar d'abricot,3770016016032,,['France'],[],[],?,52,"0,5",11,"0,5",218 kj(52 kcal),"0,1",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Bresaola,3572175933102,,['France'],[],[],?,171,"2,5","0,5",36,715 kj(171 kcal),"1,2",0,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Flocon d’avoine,3760197944521,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Impact whey protein,5056307356369,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Salame al tartufo,3572175933140,,['France'],[],[],?,369,29,"0,5",27,1544 kj(369 kcal),"9,5","0,5","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,pure ceylon tea,4791884002841,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Original burger,3181238981990,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Panchetta 8 tranches,3449865311567,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Crevette sauvage blanche congelé,3700818904787,,['France'],[],[],?,82.05,"1,85",0,"16,35",343 kj(82 kcal),"1,13",0,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Houmous de pois chiche à la grecque,3770009413770,,['France'],[],[],?,168,"11,6","9,1","4,1",703 kj(168 kcal),"1,5","0,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Al Amir Labneh Mit Thymian 640 g,5285000746126,,['France'],[],[],?,272.5,23,"0,5",17,1140 kj(272 kcal),12,"0,5","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Farine de blé demi complete,3770004964314,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Crema al tartufo bianchetto,8018884001695,,['France'],[],[],?,127,"11,41","2,89",3,531 kj(127 kcal),"1,43","0,2","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Medaillon de chèvre,3523230050852,,['France'],[],[],?,270,23,"1,7","1,3",1130 kj(270 kcal),16,"1,7",14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Bitte lemon,5449000035547,,['France'],[],[],?,50,0,12,0,209 kj(50 kcal),0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Saint Agur Crème - maxi,03680254,,['France'],[],[],?,286,25,"2,3",13,1197 kj(286 kcal),18,"0,8","1,5","0,6","['Saint Agur', 'Savencia']",,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages de vache', 'Fromages à tartiner']",25 g,en quantité élevée,18 g,en quantité élevée,0.8 g,en faible quantité,,+23%,+22%,+20%,+28%,-32%,-73%,+55%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Fresh'],,,1.5 g,en quantité modérée,+28%,+28%,14,+17%,D,+17%,,,,,,,
558,Vinaigre à la pulpe de mangue,3760224580579,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Kouing aman nature,0202268026246,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Biscuit façon Tarte Linz enrobé de chocolat,3266054059983,,['France'],[],[],?,462,18,68,"3,8",1933 kj(462 kcal),11,58,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Pink Seal Salmone GR 213,0063816063195,,['France'],[],[],?,160,1,0,19,669 kj(160 kcal),1,0,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,4260478464643,4260478464643,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Jambon cuit sup Aveyron,2693037038504,,['France'],[],[],?,171,10,"0,6",20,715 kj(171 kcal),0,0,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Filets de poulet,2860148038055,,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,7",0,"0,1","0,04",,"['Nutriscore', 'Nutriscore A']",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,,-14%,-13%,-20%,-6%,-100%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,0.1 g,en faible quantité,-87%,-87%,-4,,A,,,,,,,,
565,Pâtissons,5907597400648,,['France'],[],[],?,27,"0,2",5,"1,2",113 kj(27 kcal),"0,03","2,9","1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Spordej,3700153152225,,['France'],[],[],?,407,"9,1",66,13,1703 kj(407 kcal),"4,1",19,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Yaourt de brebis au sarrazin,3770011453030,,['France'],[],[],?,113,6,"8,3","6,5",473 kj(113 kcal),"4,7","7,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Tomato Ketchup,4006824011464,,['France'],[],[],?,103,"0,2","21,5","1,9",431 kj(103 kcal),"0,1","18,6","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Amandes grillées à sec et salées,2600150036218,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Bolon,7406234006994,,['France'],[],[],?,84,0,21,0,351 kj(84 kcal),0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Filets de poulet,0213311065013,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",['France'],[],[],?,105,"1,3","0,4",23,439 kj(105 kcal),"0,4","0,3","0,11","0,044",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0.3 g,en faible quantité,,-20%,-19%,-55%,-46%,-16%,+23%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,0.11 g,en faible quantité,-85%,-85%,-4,,A,,,,,,,,
572,Sauce mexicaine,15933631,,['France'],[],[],?,51,"0,5",10,1,213 kj(51 kcal),"0,1",7,"1,7","0,68",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,LE SURFEUILLE,3508530000196,"['FR 17.466.001 CE', 'Vérines (Charente-Maritime, France)']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,YAO'SA CHÂTAIGNES,0650414950745,,['France'],[],[],?,127,"0,97","17,95","1,85",531 kj(127 kcal),"0,07","10,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Saucisse de pomme de terre,0286026018698,,['France'],[],[],?,127,"7,2","6,5","8,9",531 kj(127 kcal),"2,8","1,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Film en plastique']",,,,,,,,,,,,,,,,,
576,Noix caramélisées,3563300000127,,['France'],[],[],?,572,"37,7",47,"8,1",2393 kj(572 kcal),"3,5","43,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Tortellini al prosciutto crudo,8011242122032,,['France'],[],[],?,324,"11,3","40,2",14,1356 kj(324 kcal),"5,2",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Cheese Pickers,8710438113099,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Brebis piment d'Espelette,2488751028340,,['France'],[],[],?,446,38,2,23,1866 kj(446 kcal),26,"0,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Savorito,8414606532209,,['France'],[],[],?,260,5,88,0,1088 kj(260 kcal),3,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,piémontaise tradition au jambon Supérieur,3346650203802,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,"Paris Bangkok légumes, citronelle",3770010047568,,['France'],[],[],?,5,"0,5","0,7","0,5",21 kj(5 kcal),"0,1","0,3","0,2","0,08",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Confiture Artisanale Fraise & Basilic,3760190850867,,['France'],[],[],?,175,"0,6",41,"0,7",732 kj(175 kcal),"0,6",41,"0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Gel douche rafraîchissant - La Vie Claire - 1l,3266191024691,,['France'],"['AQUA', 'ALOE BARBADENSIS LEAF JUICE*', 'SODIUM COCO-SULFATE', 'COCO-GLUCOSIDE', 'COCAMIDOPROPYL BETAINE', 'SODIUM CHLORIDE', 'GLYCERIN', 'CITRUS AURANTIUM DULCIS FRUIT WATER“', 'RUBUS IDAEUS FRUIT WATER*', 'SODIUM LAUROYL OAT AMINO ACIDS', 'DEHYDROACETIC ACID', 'POTASSIUM SORBATE', 'SODIUM BENZOATE', 'CITRIC ACID', 'PARFUM', 'BENZYL ALCOHOL', 'CITRAL', 'GERANIOL', 'LIMONENE', 'LINALOOL', "" *Ingrédients issus de l'Agriculture Biologique"", "" 99,04% du total des ingrédients sont d'origine naturelle"", ' 99,02% des ingrédients végétaux sont certifiés Bio', "" 20,19% du total des ingrédiens sont issus de l'Agriculture Biologique""]",[],?,?,?,?,?,,,,,,['La Vie Claire'],"['Bio', 'Ecocert']",,['Gel douche'],,,,,,,,,,,,,,,,,,,,,,1l,['Plastique'],,4,,,,,,,,,,['La Vie Claire'],,,"['E422 - Glycérol', 'E265 - Acide déhydracétique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E1519 - Alcool benzylique']",,
585,Sel fin de l’ile de ré au piment d’espelette,3346903112851,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Dow's Trademark Finest Reserve Port,5010867201958,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Filetti di sgombro piccanti,8005960510820,,['France'],[],[],?,429,40,"0,1",16,1795 kj(429 kcal),"6,7","0,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Sirop caramel,3249290000582,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Terrine des Alpes,3356999221207,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Champagne Brut - Trouillard - 750mL,3424715128106,,['France'],[],[],?,?,?,?,?,,,,,,['Trouillard'],,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français']",,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750 mL,['Glass'],,,,,,,,,,,['France'],,,,,,
591,Pan soffice morbido senza crosta - Selex,8003100873262,,['France'],[],[],?,253,"3,6","45,4","8,5",1059 kj(253 kcal),"0,4","4,9","1,5","0,6",['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Salade mechouia,6194023504721,,['France'],[],[],?,240,21,10,1,1004 kj(240 kcal),2,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Salade de fruit fraîcheur petite coupe,8717215062694,,['France'],[],[],?,224,"0,1","11,8","0,3",937 kj(224 kcal),0,"11,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Tacchino omogeneizzato con tacchino e cereale,8001040093771,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Creme glacée pistache au lait bio,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Pétales de boeuf séché Halal,3700141404169,,['France'],[],[],?,185,"3,5","0,5","37,9",774 kj(185 kcal),"1,7","0,5","4,15","1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Miel d'oranger,3250390000594,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Bonheur du soir - Lord Nelson,2041191021052,,['France'],[],[],?,?,?,?,?,,,,,,['Lord Nelson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Panama Mangue,6224000282004,,['France'],[],[],?,30,0,7,"0,1",126 kj(30 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Unsalted whole cashew - Member\'mark,0121111772256,,['France'],[],[],?,?,?,?,?,,,,,,"[""Member\\'mark""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Light And Crispy Rusks Tomato & Oregano,5200350201002,,['France'],[],[],?,472,16,"67,5","13,2",1975 kj(472 kcal),"8,5","22,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Häagen-Dazs,3415580501217,,['France'],[],[],?,274,"17,3","25,3",4,1146 kj(274 kcal),"10,6","24,2","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Coeur de tournesol,2265458024086,,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Classic Cones with Sweetener,5029728010004,,['France'],[],[],?,395,"2,6",76,14,1653 kj(395 kcal),"0,4",1,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Crème de légumes piquante,8055002336598,,['France'],[],[],?,164,16,"3,1","1,7",686 kj(164 kcal),"1,8",2,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Ventresca de atún claro aceite de oliva,8436035156085,,['France'],[],[],?,421,39,2,17,1761 kj(421 kcal),"6,95","0,5","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Lomo au piment doux,2676319042970,,['France'],[],[],?,112,"3,4",3,"20,2",469 kj(112 kcal),"1,3",1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Selezione cheesecake al lampone,8003938007891,,['France'],[],[],?,274,16,27,"3,7",1146 kj(274 kcal),12,13,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Baguatte tranchée bio,3273670003924,,['France'],[],[],?,411,"7,6","77,4","11,3",1720 kj(411 kcal),"1,4","2,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,SRIRACHA GREENPEAS,8852023009056,,['France'],[],[],?,140,5,19,4,586 kj(140 kcal),2,5,"0,288","0,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Verveine odorante,0260416039364,"['EMB 47271A', 'Saint-Pierre-sur-Dropt (Lot-et-Garonne, France)']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,GRIMBERGEN ambree,30802160496187,,['France'],[],[],?,?,?,?,?,,,,,,['GRIMBERGEN'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Gã¢teau Riz Gluant Taro Surgelé,0084909100788,,['France'],[],[],?,230,4,47,2,962 kj(230 kcal),4,22,"0,162","0,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Tahin mit Kakao,4260654787597,,['France'],[],[],?,573,40,33,17,2397 kj(573 kcal),"7,7",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Vinaigre de pommes-cassis,3760049720167,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Softi Coca,4100250006770,,['France'],[],[],?,418,"7,4",84,"1,2",1749 kj(418 kcal),"4,3",61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,"Miel crémeaux et roses ""Rosova""",3800500756455,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Bloc de foie gras de canard,3295080663994,,['France'],[],[],?,508,53,"2,2","5,6",2125 kj(508 kcal),22,"1,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Maigret de canard,9782253142195,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,68866727,68866727,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Huile d'olive,8437014501483,,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,12298537,12298537,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Tisanes brisée,3700570301084,,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Pommes séchées JusteBio Vrac,3700146209615,,['France'],[],[],?,358,"0,8",80,"2,2",1498 kj(358 kcal),"0,3",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Confiture fraise d’Orgeval et menthe,3770009540032,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Tomette de brebis corse,2481052102856,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Tortilla,3168930164111,,['France'],[],[],?,499,26,57,"6,6",2088 kj(499 kcal),"3,3","4,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Braccesca Sabazio Rosso Doc,8001935000556,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Baking bar,0041220009473,,['France'],[],[],?,86,6,7,1,360 kj(86 kcal),"3,5",4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Fromage,2488821023299,,['France'],[],[],?,363,30,"1,3",22,1519 kj(363 kcal),21,"0,5","1,58","0,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Sucre gusto,3061435002912,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
